dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,themes
Marine heatwaves as drivers of biological and ecological change: implications of current research patterns and future opportunities,Marine Biology,2024-01-01,171,1,,10.1007/s00227-023-04340-y,re,Review,28,2-s2.0-85178215418,,1,"As humans accelerate global environmental change, extreme climatic events are increasing in frequency, duration, and intensity. In marine environments, extreme events of particular concern are marine heatwaves (MHWs). Previous reviews synthesising subsets of field-based research examining the ecological effects of these short-term warming events have found they could drive important changes to ecosystems. Here, we reviewed the traits of published literature that has used field, laboratory, and modelling approaches to examine the biotic effects of MHWs, and highlight some of the key findings. Since its first use in this context in 2013, the term “marine heatwave” has generally been used in field-based literature primarily documenting changes in abundance, biodiversity, species distributions, and mortality, primarily in fish and molluscs. Research is increasingly also conducted in laboratory settings, with these investigations focussing on changes in mechanistic processes such as growth and biochemical responses, often in smaller or less motile organisms including seagrasses, algae, molluscs, and crustaceans. Given their different applications, these complementary approaches will provide a more complete understanding when used to consider the same taxonomic groups. Moreover, those manipulating MHWs in laboratory experiments could benefit from the consideration of a range of MHW traits (intensity, duration, and their combination), for species in both isolation and combination, and in the presence of additional abiotic stressors. As such, where future research into MHWs use varied approaches and treatment settings, they will contribute to a more holistic understanding of the biological and ecological effects of future short-term warming events in our ocean.","7,14"
Species-specific coral microbiome assemblages support host bleaching resistance during an extreme marine heatwave,Science of the Total Environment,2024-01-01,906,,,10.1016/j.scitotenv.2023.167803,ar,Article,7,2-s2.0-85174339054,37838063,0,"Scleractinian assemblages are threatened by marine heat waves with coral survivorship depending on host genetics and microbiome composition. We documented an extreme marine heat wave in Fiji and the response of corals in two thermally stressed reef flats. Through high-throughput amplicon sequencing of 16S and ITS rDNA phylogenetic markers, we assessed coral microbiomes (Symbiodiniaceae, prokaryotes, fungi, and Apicomplexa) of paired bleached and unbleached colonies of four common coral species representative of dominant genera in the South Pacific. While all coral species exhibited one or more pathways to bleaching resistance, harboring assemblages composed primarily of thermally tolerant photosymbionts did not always result in host bleaching resistance. Montipora and Pocillopora species, which associate with diverse Symbiodiniaceae and vertically transmit their photosymbionts, fared better than Acropora, which acquire their photosymbionts from the environment, and Porites, which associate with a narrow photosymbiont assemblage. Prokaryotic and fungal beta diversity did not differ between bleached and unbleached conspecifics, however, the relative abundance of the fungus Malassezia globosa was significantly greater in unbleached colonies of Montipora digitata. Each coral species harbored distinct assemblages of Symbiodiniaceae, prokaryotes, and Apicomplexa, but not fungi, reiterating the importance of host genetics in structuring components of its microbiome. Terrestrial fungal and prokaryotic taxa were detected at low abundance across coral microbiomes, indicating that allochthonous microbial inputs occur, but that coral microbiomes remain dominated by marine microbial taxa. Our study offers valuable insights into the microbiome assemblages associated with coral tolerance to extreme water temperatures.","7,8"
Rapid climate change alters the environment and biological production of the Indian Ocean,Science of the Total Environment,2024-01-01,906,,,10.1016/j.scitotenv.2023.167342,re,Review,20,2-s2.0-85174328815,37758130,0,"We synthesize and review the impacts of climate change on the physical, chemical, and biological environments of the Indian Ocean and discuss mitigating actions and knowledge gaps. The most recent climate scenarios identify with high certainty that the Indian Ocean (IO) is experiencing one of the fastest surface warming among the world's oceans. The area of surface waters of >28 °C (IO Warm Pool) has significantly increased during 1982–2021 by expanding into the northern-central basins. A significant decrease in pH and aragonite (building blocks of calcified organisms) levels in the IO was observed from 1981–2020 due to an increase in atmospheric CO2 concentrations. There are also signals of decreasing trends in primary productivity in the north, likely related to enhanced stratification and nutrient depletion. Further, the rapid warming of the IO will manifest more extreme weather conditions along its adjacent continents and oceans, including marine heat waves that are likely to reshape biodiversity. However, the impact of climate change beyond the unprecedented warming, increase in marine heat waves, expansion of the IO Warm Pool, and decrease in pH, remains uncertain for many other key variables in the IO including changes in salinity, oxygen, and net primary production. Understanding the response of these physical, chemical, and biological variables to climate change is vital to project future changes in regional fisheries and identify mitigation actions. We accordingly conclude by identifying knowledge gaps and recommending directions for sustainable fisheries and climate impact studies.","5,7,9,10"
Coral reef state influences resilience to acute climate-mediated disturbances,Global Ecology and Biogeography,2024-01-01,33,1,4-16,10.1111/geb.13771,ar,Article,14,2-s2.0-85173911348,,1,"Aim: The aim of this study was to understand the interplay between resistance and recovery on coral reefs, and to investigate dependence on pre- and post-disturbance states, to inform generalizable reef resilience theory across large spatial and temporal scales. Location: Tropical coral reefs globally. Time Period: 1966–2017. Major Taxa Studied: Scleractinian hard corals. Methods: We conducted a literature search to compile a global data set of total coral cover before and after acute storms, temperature stress and coastal run-off from flooding events. We used meta-regression to identify variables that explained significant variation in disturbance impact, including disturbance type, year, depth and pre-disturbance coral cover. We further investigated the influence of these same variables, as well as post-disturbance coral cover and disturbance impact, on recovery rate. We examined the shape of recovery, assigning qualitatively distinct, ecologically relevant, population growth trajectories: linear, logistic, logarithmic (decelerating) and a second-order quadratic (accelerating). Results: We analysed 427 disturbance impacts and 117 recovery trajectories. Accelerating and logistic were the most common recovery shapes, underscoring non-linearities and recovery lags. A complex but meaningful relationship between disturbance impact, the state of a reef pre- and post-disturbance, and recovery rate was identified. Fastest recovery rates were predicted for intermediate to large disturbance impacts, but a decline in this rate was predicted when more than ~75% of pre-disturbance cover was lost. We identified a shifting baseline, with declines in both pre- and post-disturbance coral cover over the 50-year study period. Main Conclusions: We break down the complexities of coral resilience, showing interplay between resistance and recovery, as well as dependence on both pre- and post-disturbance states, alongside documenting a chronic decline in these states. This has implications for predicting coral reef futures and implementing actions to enhance resilience.","8,11"
The relative influence of temperature and ontogeny on groundfish distribution varies across life stages,Fish and Fisheries,2024-01-01,25,1,82-96,10.1111/faf.12792,ar,Article,2,2-s2.0-85171663231,,0,"Distributional changes for fish populations may be difficult to interpret since temperature responses are often confounded with ontogenetic shifts. However, the relative importance of these two types of fish movement (temperature responses and ontogenetic shifts) to population distribution remains largely unstudied. This study presents the first attempt to compare the two types of movement in depth, latitude and longitude for 10 abundant groundfish species across size class and subregion. We utilized large, quality-controlled datasets from random depth-stratified, bottom trawl surveys consistently conducted during the summer along NE Pacific shelf from 1996 to 2015. We show that the size structure of each species varied across years and subregions with dramatically strong or poor recruitments for some species in 2015 during a marine heatwave. Principal component analysis (PCA) demonstrated that ontogenetic shifts in depth represented the primary movement pattern while temperature responses in latitude and longitude constituted a major, but a secondary pattern. Re-run by size class, PCA results further showed that the influence of temperature and ontogeny on population distribution varied by size classes with greater ontogenetic shifts in smaller fish and elevated temperature responses in larger fish. We further show substantial ontogeny-induced movements by depth, latitude and longitude with high variability among species and subregions. Our analyses suggest that failing to account for size structure can lead to serious misinterpretation of population distributional changes in all three dimensions: depth, latitude and longitude for populations with or without episodic recruitments.","7,14"
Behavioural and physiological responses of juvenile geoduck (Panopea zelandica) following acute thermal stress,Comparative Biochemistry and Physiology Part B Biochemistry and Molecular Biology,2024-01-01,269,,,10.1016/j.cbpb.2023.110892,ar,Article,3,2-s2.0-85168931655,37573964,1,"Climate extremes, such as heatwaves, are expected to become more intense and of longer duration in the near future. These climatic conditions may have a significant impact on the prospects of establishing a new aquaculture industry for the endemic New Zealand geoduck, Panopea zelandica. This study focused on characterising animal behaviour, haemocytes, and heat shock protein (HSP70 & HSP90) mRNA expression following exposure to elevated temperatures, such as those encountered during marine heatwaves around 20 °C and an extreme scenario of 25 °C, contrasted to an ambient temperature of 17 °C. After 24 h of heat challenge, P. zelandica were found to be significantly influenced by the thermal changes, as there were differences recorded in all the responses examined. With increasing temperatures, juvenile geoduck were observed to fully emerge from the sediment a behaviour that has not previously been quantified nor associated with stress in this species. The ability of P. zelandica juveniles to re-bury still warrants further investigation, as adults are unable to do so. Haemocyte analyses revealed an increase in the abundance of granulocytes, cellular aggregations, and size of these aggregations at the highest temperature exposure. Increased expression of the hsp70 gene in the haemolymph after exposure at 25 °C for 24 h was detected and attributed to attempts to mitigate protein denaturation caused by thermal stress. The inter-individual variability in the response of heat shock proteins recorded could aid in future selective breeding programs if it is reflected in net thermotolerance. P. zelandica shows great potential for growing in subtidal habitats around New Zealand, and this study highlights the importance of temperature considerations when selecting potential farm and reseeding locations.","7,9,11"
Observed surface and subsurface Marine Heat Waves in the Bay of Bengal from in-situ and high-resolution satellite data,Climate Dynamics,2024-01-01,62,1,203-221,10.1007/s00382-023-06913-5,ar,Article,22,2-s2.0-85167355084,,0,"Marine Heat Waves (MHWs) can cause significant distress to marine environment and modulate air-sea interaction, which in turn can have economic and societal impacts. This study aims to identify surface and subsurface MHWs in the Bay of Bengal using available sea-surface temperature data and buoy observations spanning four decades. The results show significant increase in the number, frequency, duration, and intensity of surface MHWs in recent years. To better understand the relationship between MHW occurrences and different phases of two climate phenomena, namely, the Indian Ocean Dipole (IOD) and the El Niño-Southern Oscillation, multiple extreme MHW event years between 2008 and 2018 are analyzed. The findings show that the surface MHWs become more prominent during El Niño/positive IOD events due to weakened winds, increased net heat flux input towards the ocean, increased stratification and warming tendency through vertical processes in the presence of inversion. This, in turn, affects the surface biological productivity in the region. Additionally, surface MHWs were also found to be driven by surface currents and eddies. On the other hand, subsurface MHWs develop during negative IOD/La Niña conditions due to the deepening of the thermocline, which is forced by coastally trapped downwelling Kelvin waves and reflected downwelling Rossby waves, and is followed by substantial freshening of deeper layers. This study provides a deeper understanding of the causes of surface and subsurface MHWs in the Bay of Bengal, which is a crucial basin in influencing monsoon and cyclonic events affecting its surrounding landmasses.","2,3,4,5,10"
Seasonal trends in marine heatwaves highlight vulnerable coastal ecoregions and historic change points in New Zealand,New Zealand Journal of Marine and Freshwater Research,2024-01-01,58,2,274-299,10.1080/00288330.2023.2218102,ar,Article,15,2-s2.0-85163121275,,1,"Marine heatwaves (MHWs) have increased worldwide in intensity, frequency, and duration, often with severe impacts on ecologically and socio-economically important coastal habitats. Most MHW studies have focused on summer events in specific regions or global open-water analyses with little consideration to seasonality or spatial biogeography of the nearshore zone. We address this research gap by analysing changes to MHWs across seasons and ecoregions, within 12 nautical miles (NM) of New Zealand’s coastline, an area with high biodiversity and endemism. We used season-specific linear trend analysis with temporal breakpoints between 1982 and 2021 to identify the number of MHW events and MHW days, and mean, maximum, and cumulative intensity of MHWs for New Zealand coastal ecoregions. Across ecoregions, 69.5% of 200 trend analyses increased significantly whereas the remaining 30.5% were unaffected. For the significant increases, temporal breakpoints occurred between 1994 and 2012. We conclude that MHWs have become stronger, longer and more frequent across coastal New Zealand, but with some variability within and between regions. Our trend-analyses could enable retrospective analyses of biological tipping-points and inform management practices that may enhance the resilience of ecoregions yet to face MHW breakpoints or those in the initial stages of major climatic changes.","5,10,11"
Archived DNA reveals marine heatwave-associated shifts in fish assemblages,Environmental DNA,2024-01-01,6,1,,10.1002/edn3.400,ar,Article,5,2-s2.0-85151999883,,1,"Marine heatwaves can drive large-scale shifts in marine ecosystems, but studying their impacts on whole species assemblages is difficult. Analysis combining microscopic observations with environmental DNA (eDNA) metabarcoding of the ethanol preservative of an ichthyoplankton biorepository spanning a 23 years time series captures major and sometimes unexpected changes to fish assemblages in the California Current Large Marine Ecosystem during and after the 2014–2016 Pacific Marine Heatwave. Joint modeling efforts reveal patterns of tropicalization with increases in southern, mesopelagic species and associated declines in commercially important temperate fish species (e.g., North Pacific Hake [Merluccius productus] and Pacific Sardine [Sardinops sagax]). Data show shifts in fisheries assemblages (e.g., Northern Anchovy, Engraulis mordax) even after the return to average water temperatures, corroborating ecosystem impacts found through multiple traditional surveys of this study area. Our innovative approach of metabarcoding preservative eDNA coupled with quantitative modeling leverages the taxonomic breadth and resolution of DNA sequences combined with microscopy-derived ichthyoplankton identification to yield higher-resolution, species-specific quantitative abundance estimates. This work opens the door to economically reconstruct the historical dynamics of assemblages from modern and archived samples worldwide.","7,9,14"
Introduction,Current Trends in Estuarine and Coastal Dynamics Observations and Modelling,2024-01-01,,,1-3,10.1016/B978-0-443-21728-9.00001-6,ch,Book Chapter,0,2-s2.0-105016658899,,0,"The coasts cover a diverse range of ecosystems within marine, estuarine, and freshwater environments. They are some of the most heavily populated and visited areas and are also some of the most threatened natural habitats. Coastal zones are critically important not only to the people who live there but for the health of the planet. Many world estuaries and coast environments are under tremendous stress in response to global warming and the increased anthropogenic forcing. Warmer waters, rising sea levels, tropical cyclones, and coastal erosion are just some of the elements impacting coastal communities worldwide and transforming these environments. Coastal hazards such as storm events with associated storm surges are increasing in frequency and intensity, as are marine heatwaves that devastate coral reefs. Human activities like sewage discharge, overfishing, navigation channel dredging, land reclamation, the construction of shipping ports, and marine plastics are also responsible for coastal pollution and degradation. Therefore, a good understanding of the current state of these marine environments and lessons learned from these human influences would be extremely valuable to restore and protect these habitats and ecosystems from further environmental degradation and even catastrophe. In this monography, we document recent trend and development in observing and modeling of estuaries and coastal oceans with a focus on sediment transport dynamics and hydrodynamics of these environments. As such, the monography identify some key coastal management issues and offer strategies to address these environmental problems facing coastal oceans worldwide.","5,9,10,11"
Anthropogenic Perturbations of Arctic Marine Microbial Community,Arctic Marine Ecotoxicology Climate Change Pollutants and their Far Reaching Effects,2024-01-01,,,317-334,10.1007/978-3-031-73584-4_15,ch,Book Chapter,0,2-s2.0-105001900419,,0,"Diverse ecosystems including the Arctic marine community provide numerous essential services to humans due to the presence plus activities of the microbial organics dwelling in it. In the cold seeps are microbial mats comprised of different populations of methane- and sulfide-oxidizing bacteria and anaerobic methane-oxidizing archaea (ANME) with sulfate-reducing bacteria (SRB), thereby ensuring the amount of methane reaching the seafloor and water column. However, periodic disturbances across the sediment–water interface influence these marine coastal sediments, thereby ensuring diversity maintenance and impacting many of the Earth’s ecosystems. These disturbances emanate from the dissipation of energetic flows of varying strengths and at differential temporal scales in the benthic boundary layer. Varied disturbances and climate change have affected these Arctic marine ecosystems and the services they provide, the well-being of humans that depend on these services, and cascading effects cum feedbacks across social-ecological systems (SES) such as when sea-ice loss that alters food security through changes in the distribution of marine animals. In furtherance, as the high variability of ice cover and temperature subsists, the frequency and magnitude of marine heatwaves tend to increase globally and disrupt the provision of ecosystem services in decades to come. Consequences of these anticipated changes will present significant challenges to coastal communities and commercial dependents of living marine resources and can exacerbate unexpected turnouts such as deterministic microbial community assembly, and promote the development of alternative stable conditions. Current investigation approaches have been strategized to the anthropogenic processes to facilitate amelioration of the challenges encountered. Thus, the identification of these cascading changes in SES can forestall surprised outcomes of these anthropogenic perturbations and facilitate revamped responses from policymakers.","5,7,9,11"
Two Marine Heatwave (MHW) Variants under a Basinwide MHW Conditioning Mode in the North Pacific and Their Atlantic Associations,Journal of Climate,2023-12-15,36,24,8657-8674,10.1175/JCLI-D-23-0156.1,ar,Article,15,2-s2.0-85178996568,,0,"During 2013–16 and 2018–22, marine heatwaves (MHWs) occurred in the North Pacific, exhibiting similar extensive coverage, lengthy duration, and significant intensity but with different warming centers. The warming center of the 2013–16 event was in the Gulf of Alaska (GOA), while the 2018–22 event had warming centers in both the GOA and the coast of Japan (COJ). Our observational analysis indicates that these two events can be considered as two MHW variants induced by a basinwide MHW conditioning mode in the North Pacific. Both variants were driven thermodynamically by atmospheric wave trains propagating from the tropical Pacific to the North Pacific, within the conditioning mode. The origin and propagating path of these wave trains play a crucial role in determining the specific type of MHW variant. When a stronger wave train originates from the tropical central (western) Pacific, it leads to the GOA (COJ) variant. The cross-basin nature of the wave trains enables the two MHW variants to be accompanied by a tripolar pattern of sea surface temperature anomalies in the North Atlantic but with opposite phases. The association of these two MHW variants with the Atlantic Ocean also manifests in the decadal variations of their occurrence. Both variants tend to occur more frequently during the positive phase of the Atlantic multidecadal oscillation but less so during the negative phase. This study underscores the importance of cross-basin associations between the North Pacific and North Atlantic in shaping the dynamics of North Pacific MHWs.","4,10"
Comparative changes in seasonal marine heatwaves and cold spells over the Tropical Indian Ocean during recent decades and disentangling the drivers of highly intense events,International Journal of Climatology,2023-12-15,43,15,7428-7446,10.1002/joc.8272,ar,Article,10,2-s2.0-85174410563,,1,"The unprecedented increase in the Sea Surface Temperature (SST) in the warming climate yield stress to the system and pose severe threats to the marine ecosystem. Marine Heatwaves (MHWs) and Marine Cold Spells (MCSs) are two extreme events related to SST variability. For better management of ocean productivity, marine ecosystem, marine services, and fisheries, the understanding of seasonal discrepancies rather than annual documentation of MHWs and MCSs metrics is more utilitarian. This study documents the decadal changes in the MHWs and MCSs over the Tropical Indian Ocean (TIO) for all seasons. Additionally, highly intense events (based on intensity and duration) are identified and demonstrate the associated drivers. During the past two decades (1982–1990, 1991–2000), the MCSs were more frequent than MHWs in every season. However, in the recent two decades (2001–2010, 2011–2020), TIO become more prone to MHWs with considerably more frequent and prolonged events in JJAS months. Moreover, MCSs are disappearing from the TIO. It was noted that the choice of baseline period has an impact on the magnitude of MHWs and MCSs changes, but the spatial pattern (regions with high/low magnitude MHWs and MCSs) stays fairly constant in all baseline period sensitivity checks. The investigation of highly intense events reveals that MHWs and MCSs are produced and sustained by the same drivers when they are at their opposing edges. In general, the coherence effort from winds, net heat fluxes (shortwave radiation, longwave radiation, latent heat flux, and sensible heat flux), mixed level depth, and mean sea level pressure contribute to the genesis of seasonal MHWs or MCSs events. Additionally, in some cases, a single driver (e.g., wind) may also play a crucial role in these extreme events. The remote climate modes of variability, such as El Niño–Southern Oscillation, also contribute significantly to the MHWs and MCSs. El Niño (La Niña) events not only increase the spatial coverage of MHWs (MCSs) but also increases the intensity.","2,4,5,10"
"Record-breaking marine heatwave in northern Yellow Sea during summer 2018: Characteristics, drivers and ecological impact",Science of the Total Environment,2023-12-15,904,,,10.1016/j.scitotenv.2023.166385,ar,Article,6,2-s2.0-85170413377,37625712,0,"Globally, marine heatwaves (MHWs) are becoming more common, more intense, and longer-lasting. They could have a large ecological and societal impact when compounded by low oxygen concentrations or high acidity. Here, using a high-resolution satellite product and reanalysis datasets, we investigated the characteristics of the MHW at northern Yellow Sea (NYS) during mid-summer 2018 and the driving mechanisms of large-scale atmospheric circulations. Results showed that the MHW in mid-summer 2018 (lasting from 26 July to 18 August 2018) had been the most intense since 1982, reaching an anomaly peak of 5.15 °C. For the 2018 MHW, the onset rate was 0.49 °C/day, indicating that the reaction window was relatively short and hard to take mitigation measures, while the decline rate was 0.19 °C/day, meaning the coping window was long and easy to push an already stressed system. The synergy of the two large-scale dynamic systems, i.e., the northward-shifted western north Pacific subtropical high (WNPSH) and the northeastward-expanded South Asia high (SAH), was likely responsible for establishment and maintenance of the hot-weather conditions. These high-pressure systems could result in stronger descending motion, less cloud cover, more solar radiation, and smaller wind speeds which in combination aggravated the MHW. We further found that the unprecedented MHW was actually also impacted by terrestrial heatwave. From 14 July to 15 August 2018, Northeast China was affected by an exceptionally long and intense atmospheric heat wave (AHW). The AHW had impacted on the MHW through warm advection transportation and may significantly contribute to the record-breaking intensity of the MHW, in addition to the impact of abnormal atmospheric circulations. Finally, we showed that a mass mortality of sea cucumbers in the study region during mid-summer 2018 was highly likely caused by the MHW through severe heat stress.","2,4,5,6,7"
Adaptation strategies of relatively high-latitude marginal reef corals in response to severe temperature fluctuations,Science of the Total Environment,2023-12-10,903,,,10.1016/j.scitotenv.2023.166439,ar,Article,11,2-s2.0-85169615668,37604380,0,"The large seasonal temperature fluctuations caused by global warming and frequent marine heatwaves pose new challenges to survival of relatively high-latitude marginal reef corals. However, the adaptation strategies of high-latitude marginal corals are not fully understood. We employed integrated approach to investigate the response mechanism of hosts, Symbiodiniaceae, and symbiotic bacteria of marginal reef corals Acropora pruinosa and Pavona decussate in response to large seasonal temperature fluctuations. The coral holobiont maintained a high level of immunity to adapt to seasonal pressure by increasing Symbiodiniaceae energy supply. The symbiotic Symbiodiniaceae of two coral was dominated by C1 subgroup, and was stable across seasons. The α-diversity of symbiotic bacteria P. decussata and A. pruinosa in summer was higher than that in winter. The symbiotic bacterial community of two coral reorganized during different seasons. Scleractinian corals improve adaptability to seasonal stress by increasing energy supply to maintain high levels of immunity, increasing symbiotic bacterial α-diversity, and changing dominant bacteria. This study demonstrates the adaptation strategies of marginal reef corals to seasonal temperature fluctuations and provides novel insights into the study of the adaptation of corals and relatively high-latitude coral refuges in the context of global warming and intensified marine heatwaves.","8,11"
Seabirds boost coral reef resilience,Science Advances,2023-12-09,9,49,,10.1126/sciadv.adj0390,ar,Article,28,2-s2.0-85179025566,38055814,1,"Global climate change threatens tropical coral reefs, yet local management can influence resilience. While increasing anthropogenic nutrients reduce coral resistance and recovery, it is unknown how the loss, or restoration, of natural nutrient flows affects reef recovery. Here, we test how natural seabird-derived nutrient subsidies, which are threatened by invasive rats, influence the mechanisms and patterns of reef recovery following an extreme marine heatwave using multiyear field experiments, repeated surveys, and Bayesian modeling. Corals transplanted from rat to seabird islands quickly assimilated seabird-derived nutrients, fully acclimating to new nutrient conditions within 3 years. Increased seabird-derived nutrients, in turn, caused a doubling of coral growth rates both within individuals and across entire reefs. Seabirds were also associated with faster recovery time of Acropora coral cover (<4 years) and more dynamic recovery trajectories of entire benthic communities. We conclude that restoring seabird populations and associated nutrient pathways may foster greater coral reef resilience through enhanced growth and recovery rates of corals.","8,11"
Enhancing the resilience of blue foods to climate shocks using insurance,ICES Journal of Marine Science,2023-12-01,80,10,2457-2469,10.1093/icesjms/fsad175,ar,Article,8,2-s2.0-85182182637,,1,"For the Blue Foods economy-those sectors that gain value from the biological productivity of the oceans such as fisheries and aquaculture-climate shocks pose an existential threat. Species range shifts, harmful algal blooms, marine heatw a v es, lo w o xy gen e v ents, coral bleaching, and hurricanes all present a serious economic risk to these industries, and yet there exist few financial tools for managing these risks. This contrasts with agriculture, where financial tools such as insurance are widely a v ailable f or managing numerous weather-related shocks. Designing financial tools to aid risk management, such as insurance, for equitable resilience against marine climate shocks will give coastal communities access to the necessary means for reducing their sensitivity to climate shocks and improving their long-term adaptive capacity. We suggest that a con v ergence of the insurance industry and marine sectors, fostered through collaboration with go v ernments, academics, and NGOs will help usher in new forms of insurance, such as ocean-index or parametric insurance. These new risk-management tools have the potential to help incentivize sustainable use of living marine resources, as well as strengthening the economic resilience of coastal communities to climate change.","9,14"
Analysis of Marine Heatwaves in China’s Coastal Seas and Adjacent Offshore Waters,Atmosphere,2023-12-01,14,12,,10.3390/atmos14121738,ar,Article,3,2-s2.0-85180691471,,1,"Marine heatwaves (MHWs) are changing global ecosystems and bearing profound socio-economic impacts, yet our understanding of the spatial features, temporal evolution characteristics, and regional differences in China’s marginal seas remains insufficient. In this study, the spatio-temporal variation characteristics of the frequency, mean intensity, maximum intensity, cumulative intensity, duration and total days of MHWs are systematically analyzed based on daily sea surface temperature data from Operational Sea Surface Temperature and Ice Analysis (OSTIA) for the period of 1983–2020. The results show the following: The annual mean frequency of MHWs in China’s coastal seas is 1.4–4.6 counts per year and increases gradually from north to south. The annual mean of mean intensity, maximum intensity and cumulative intensity are, respectively, in the ranges of 0.3–2.9 °C, 0.4–3.7 °C and 3.9–41.7 °C days, all of which show a significant decreasing trend from north to south. The annual mean of duration and total days of MHWs are in the respective ranges 8.7–19.7 and 18.9–69.1 days. The annual mean of frequency, cumulative intensity, duration and total days all show a clear increasing trend, with respective linear increases of 1.03 counts, 3.57 °C days, and 1.98 and 17.58 days per decade. The annual means of the mean intensity and maximum intensity have no obvious upward trend, with the exceptions of the Bohai and Yellow Seas. Finally, MHWs were divided into the four categories of moderate, strong, severe and extreme, with the results showing that moderate ones account for more than 70% of all heatwave events, while strong, severe and extreme ones, respectively, account for about 25%, 2% and 0.02%.","1,2,5,10"
Study on Seasonal Characteristics and Causes of Marine Heatwaves in the South China Sea over Nearly 30 Years,Atmosphere,2023-12-01,14,12,,10.3390/atmos14121822,ar,Article,4,2-s2.0-85180545733,,1,"Marine heatwaves (MHWs) are becoming more frequent and intense in many regions around the world, as well as in China’s marginal seas. However, the seasonal characteristics and associated physical drivers of MHWs are largely unknown. In this study, we analyze, based on multiple reanalysis and numerical model data, the seasonal characteristics and causes of MHWs in the South China Sea (SCS) over a near 30-year period (1991–2022). There exist significant seasonal variabilities in the spatiotemporal features and formation mechanisms of MHWs. MHWs in the SCS show significant increasing trends in terms of frequency, duration, and intensity. MHWs during the summer half-year are stronger than the winter half-year as a whole, with them being more likely to occur over the eastern SCS in the summer half-year and the western region in the winter half-year. However, the increasing trend of MHWs in the winter half-year exceed those in the summer. Additionally, we find that MHWs are associated with the unusually strong west Pacific subtropical high (WPSH) both in the summer and winter half-years. Nevertheless, the dominant factors for MHWs are different in the varied seasons. According to upper ocean temperature equation analysis, surface heat flux anomalies (especially shortwave radiation flux) are major effect factors in the summer half-year, while ocean dynamic processes play the main role in the winter half-year. An analysis of the typical MHWs also proves this conclusion. Moreover, MHWs occurring in winter are often accompanied by temperature anomalies within the mixed-layer depth. The findings imply that the formation mechanisms and space–time distribution of MHWs exist with a seasonal contrast in the SCS, rather than simply being due to large-scale circulation and flux anomalies. This may provide a useful reference for a deeper understanding and forecasting of MHWs under different seasons and weather.","4,5,10"
Marine heatwaves modulate the genotypic and physiological responses of reef-building corals to subsequent heat stress,Ecology and Evolution,2023-12-01,13,12,,10.1002/ece3.10798,ar,Article,5,2-s2.0-85180519454,,1,"Back-to-back marine heatwaves in 2016 and 2017 resulted in severe coral bleaching and mortality across the Great Barrier Reef (GBR). Encouragingly, some corals that survived these events exhibit increased bleaching resistance and may represent thermally tolerant populations that can better cope with ocean warming. Using the GBR as a natural laboratory, we investigated whether a history of minimal (Heron Island) or severe (Lizard Island) coral bleaching in 2016 and 2017 equates to stress tolerance in a successive heatwave (2020). We examined the genetic diversity, physiological performance, and trophic plasticity of juvenile (<10 cm) and adult (>25 cm) corals of two common genera (Pocillopora and Stylophora). Despite enduring greater cumulative heat stress (6.3°C week−1 vs. 5.6°C week−1), corals that experienced the third marine heatwave in 5 years (Lizard) exhibited twice as high survival and visual bleaching thresholds compared to corals that had not experienced significant bleaching in >10 years (Heron). Surprisingly, only one shared host–Symbiodiniaceae association was uncovered between locations (Stylophora pistillata–Cladocopium “C8 group”) and there was no genetic overlap in Pocillopora–Cladocopium partnerships, suggesting turnover in species composition from recent marine heatwaves. Corals within the species complex Pocillopora that survived the 2016 and 2017 marine heatwaves at Lizard Island were the most resilient, exhibiting three times greater calcification rates than conspecifics at Heron Island. Further, surviving corals (Lizard) had distinct isotopic niches, lower host carbon, and greater host protein, while conspecifics that had not experienced recent bleaching (Heron) had two times greater symbiont carbon content, suggesting divergent trophic strategies that influenced survival (i.e., greater reliance on heterotrophy vs. symbiont autotrophy, respectively). Ultimately, while corals may experience less bleaching and survive repeated thermal stress events, species-specific trade-offs do occur, leaving open many questions related to the long-term health and recovery of coral reef ecosystems in the face of intensifying marine heatwaves.","7,8,11"
