dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,themes
"PREDATOR DISTURBANCE CONTRIBUTED TO COMMON MURRE URIA AALGE BREEDING FAILURES IN COOK INLET, ALASKA, FOLLOWING THE 2014–2016 PACIFIC MARINE HEATWAVE",Marine Ornithology,2024-01-01,52,1,129-139,,ar,Article,4,2-s2.0-85193721958,,0,"The 2014–2016 Pacific marine heatwave caused unprecedented die-offs and multi-year reproductive failures for Common Murres Uria aalge along the west coast of North America. Lingering impacts, such as declines in colony attendance and productivity, have persisted at some colonies following the heatwave and are attributed largely to changes in prey availability and quality. Here, we present evidence of an additional, top-down mechanism contributing to Common Murre breeding failures on Gull Island (Alaska): disturbance of nesting birds by aerial predators and associated egg depredation. We collected time-lapse images over five murre breeding seasons (2016–2020) on Gull Island to document the frequency, duration, and intensity of disturbances caused by aerial predators, as well as to quantify disturbance-associated egg depredation. To identify seasonal and inter-annual variability of disturbances, we calculated a daily disturbance index and compared years using generalized additive models. In all years, Bald Eagles Haliaeetus leucocephalus were the primary cause of disturbance, which led to periods of prolonged colony abandonment by murres and facilitated high levels of murre egg depredation by Glaucous-winged Gulls Larus glaucescens and Herring Gulls L. argentatus. We found that the seasonality of disturbance was an important factor in determining egg depredation rates. In years when disturbance levels were high and persisted later in the season, the colony experienced complete breeding failures due to disturbance-associated egg depredation. Our study revealed that the response of nesting murres to a strong environmental perturbation, such as the Pacific marine heatwave, can be complex and involve multiple stressors from both bottom-up and top-down factors.","6,7,14"
Assessing the impact of subsurface temperature observations from fishing vessels on temperature and heat content estimates in shelf seas: a New Zealand case study using Observing System Simulation Experiments,Frontiers in Marine Science,2024-01-01,11,,,10.3389/fmars.2024.1358193,ar,Article,8,2-s2.0-85193004384,,1,"We know that extremes in ocean temperature often extend below the surface, and when these extremes occur in shelf seas they can significantly impact ecosystems and fisheries. However, a key knowledge gap exists around the accuracy of model estimates of the ocean’s subsurface structure, particularly in continental shelf regions with complex circulation dynamics. It is well known that subsurface observations are crucial for the correct representation of the ocean’s subsurface structure in reanalyses and forecasts. While Argo floats sample the deep waters, subsurface observations of shelf seas are typically very sparse in time and space. A recent initiative to instrument fishing vessels and their equipment with temperature sensors has resulted in a step-change in the availability of in situ data in New Zealand’s shelf seas. In this study we use Observing System Simulation Experiments to quantify the impact of the recently implemented novel observing platform on the representation of temperature and ocean heat content around New Zealand. Using a Regional Ocean Modelling System configuration of the region with 4-Dimensional Variational Data Assimilation, we perform a series of data assimilating experiments to demonstrate the influence of subsurface temperature observations at two different densities and of different data assimilation configurations. The experiment period covers the 3 months during the onset of the 2017-2018 Tasman Sea Marine Heatwave. We show that assimilation of subsurface temperature observations in concert with surface observations results in improvements of 44% and 38% for bottom temperature and heat content in shelf regions (water depths< 400m), compared to improvements of 20% and 28% for surface-only observations. The improvement in ocean heat content estimates is sensitive to the choices of prior observation and background error covariances, highlighting the importance of the careful development of the assimilation system to optimize the way in which the observations inform the numerical model estimates.","3,12"
An Interpretable Deep Learning Approach for Detecting Marine Heatwaves Patterns,Applied Sciences Switzerland,2024-01-01,14,2,,10.3390/app14020601,ar,Article,7,2-s2.0-85192358725,,1,"Marine heatwaves (MHWs) refer to a phenomenon where the sea surface temperature is significantly higher than the historical average for that region over a period, which is typically a result of the combined effects of climate change and local meteorological conditions, thereby potentially leading to alterations in marine ecosystems and an increased incidence of extreme weather events. MHWs have significant impacts on the marine environment, ecosystems, and economic livelihoods. In recent years, global warming has intensified MHWs, and research on MHWs has rapidly developed into an important research frontier. With the development of deep learning models, they have demonstrated remarkable performance in predicting sea surface temperature, which is instrumental in identifying and anticipating marine heatwaves (MHWs). However, the complexity of deep learning models makes it difficult for users to understand how the models make predictions, posing a challenge for scientists and decision-makers who rely on interpretable results to manage the risks associated with MHWs. In this study, we propose an interpretable model for discovering MHWs. We first input variables that are relevant to the occurrence of MHWs into an LSTM model and use a posteriori explanation method called Expected Gradients to represent the degree to which different variables affect the prediction results. Additionally, we decompose the LSTM model to examine the information flow within the model. Our method can be used to understand which features the deep learning model focuses on and how these features affect the model’s predictions. From the experimental results, this study provides a new perspective for understanding the causes of MHWs and demonstrates the prospect of future artificial intelligence-assisted scientific discovery.","1,5,12"
Variations of surface marine heatwaves in the Northwest Pacific during 1993–2019,Frontiers in Marine Science,2024-01-01,11,,,10.3389/fmars.2024.1323702,ar,Article,5,2-s2.0-85189968932,,1,"Parameters of surface marine heatwaves (MHWs) in the Northwest Pacific during 1993–2019 are derived from two sea surface temperature (SST) products: the Optimum Interpolation SST based on satellite remote sensing (OISST V2.1) and the Global Ocean Physics Reanalysis based on data-assimilative global ocean model (GLORYS12V1). Similarities and differences between the MHW parameters derived from the two datasets are identified. The spatial distributions of the mean annual MHW total days, frequency, duration, mean intensity and cumulative intensity, and interannual variations of these parameters are generally similar, while the MHW total days and duration from GLORYS12V1 are usually higher than that from OISST V2.1. Based on seasonal-mean values from GLORYS12V1, longer MHW total days (>7) have the largest spatial coverage in both the shelf and deep waters in summer, while the smallest coverage in spring. In selected representative regions, interannual variations of the MHW total days are positively correlated with the SST anomalies. In summer, the MHW total days have positive correlations with the Western Pacific Subtropical High intensity, and negative correlations with the East Asia Monsoon intensity, over nearly the whole South China Sea (SCS) and the low-latitude Pacific. In winter, positive correlations with both the Subtropical High and Monsoon intensities present over the western part of SCS. Strong El Niño is followed by longer MHW total days over the western half of SCS in winter, and over the whole SCS and low-latitude Pacific in summer of the next year. These correlation relationships are valuable for developing forecasts of MHWs in the region.","2,4,10,12"
Deconstructing co-occurring marine heatwave and phytoplankton bloom events in the Arkona Sea in 2018,Frontiers in Marine Science,2024-01-01,11,,,10.3389/fmars.2024.1323271,ar,Article,5,2-s2.0-85189179255,,1,"Between May and August 2018, two separate marine heatwaves (MHWs) occurred in the Arkona Sea in the western Baltic Sea. These heatwaves bookended an extended period of phytoplankton growth in the region. Data from the Ocean and Land Colour Instrument (OLCI) on board the European Sentinel-3 satellite revealed an eddy-like structure containing high chlorophyll a (Chl-a) concentrations (ca. 25 mg.m-3) persisting for several days at the end of May in the Arkona Sea. Combining ocean colour observations, a coupled bio-optical ocean model and a particle tracking model, we examined the three dimensional relationship between these co-occurring MHW and phytoplankton bloom events. We find that the onset of the MHW in May provided the optimal conditions for phytoplankton growth, i.e. sufficient light and nutrients. Wind-driven surface eddy circulation, geostrophic eddy stirring and transient submesoscale dynamics along the edges of the eddy provided a transport path for nutrient fluxes and carbon export, and helped to sustain the phytoplankton bloom. The bloom may have indirectly had an enhancing effect on the MHW, through the impact of water constituent-induced heating rates on air-sea energy fluxes. The subsurface signature of the MHW plays a critical role in de-coupling surface and subsurface dynamics and terminating the phytoplankton bloom. Subsurface temperature anomalies of up to 8°C between 15 and 20 m depth are found to persist up to 15 days after the surface signature of the MHW has disappeared. The study reveals how surface and subsurface dynamics of MHWs and phytoplankton blooms are connected under different environmental conditions. It extends our knowledge on surface layer processes obtained from satellite data.","3,4,7,10"
On the Vertical Structure and Propagation of Marine Heatwaves in the Eastern Pacific,Journal of Geophysical Research Oceans,2024-01-01,129,1,,10.1029/2023JC020063,ar,Article,18,2-s2.0-85182238402,,1,"Marine heatwaves (MHWs) have been recognized as a serious threat to marine life, yet, most studies so far have focused on the surface only. Here, we investigate the vertical dimension and propagation of surface MHWs in the Eastern Pacific (EP) using results from a high-resolution hindcast simulation (1979–2019), performed with the Regional Ocean Modeling System. We detect MHWs using a seasonally varying percentile threshold on a fixed baseline and track their vertical propagation across the upper 500 m. We find that nearly a third (∼29%) of the MHWs extend beyond the surface mixed layer depth (MLD). On average, these deep-reaching MHWs (dMHWs) extend to 110 m below the MLD and last five times longer than MHWs that are confined to the mixed layer (184 vs. 36 days). The dMHWs can cause stronger temperature anomalies at depth than at the surface (maximum intensity of 5.0 vs. 1.9°C). This general subsurface MHW intensification even holds when scaling the temperatures with the respective local variability. A clustering of dMHWs reveals that 41% of them are block-like, that is, continually remain in contact with the sea surface, 24% propagate downward, 20% propagate upward, while 15% appear at the surface multiple times. Although the water column MHW duration, intensity and severity are only moderately correlated with their corresponding surface-based MHW characteristics, dMHWs have the potential to be detected from the surface. Our study can help to augment the remote sensing-based monitoring of upper ocean exposure to MHWs.","3,13"
The relative influence of temperature and ontogeny on groundfish distribution varies across life stages,Fish and Fisheries,2024-01-01,25,1,82-96,10.1111/faf.12792,ar,Article,2,2-s2.0-85171663231,,0,"Distributional changes for fish populations may be difficult to interpret since temperature responses are often confounded with ontogenetic shifts. However, the relative importance of these two types of fish movement (temperature responses and ontogenetic shifts) to population distribution remains largely unstudied. This study presents the first attempt to compare the two types of movement in depth, latitude and longitude for 10 abundant groundfish species across size class and subregion. We utilized large, quality-controlled datasets from random depth-stratified, bottom trawl surveys consistently conducted during the summer along NE Pacific shelf from 1996 to 2015. We show that the size structure of each species varied across years and subregions with dramatically strong or poor recruitments for some species in 2015 during a marine heatwave. Principal component analysis (PCA) demonstrated that ontogenetic shifts in depth represented the primary movement pattern while temperature responses in latitude and longitude constituted a major, but a secondary pattern. Re-run by size class, PCA results further showed that the influence of temperature and ontogeny on population distribution varied by size classes with greater ontogenetic shifts in smaller fish and elevated temperature responses in larger fish. We further show substantial ontogeny-induced movements by depth, latitude and longitude with high variability among species and subregions. Our analyses suggest that failing to account for size structure can lead to serious misinterpretation of population distributional changes in all three dimensions: depth, latitude and longitude for populations with or without episodic recruitments.","7,14"
Observed surface and subsurface Marine Heat Waves in the Bay of Bengal from in-situ and high-resolution satellite data,Climate Dynamics,2024-01-01,62,1,203-221,10.1007/s00382-023-06913-5,ar,Article,22,2-s2.0-85167355084,,0,"Marine Heat Waves (MHWs) can cause significant distress to marine environment and modulate air-sea interaction, which in turn can have economic and societal impacts. This study aims to identify surface and subsurface MHWs in the Bay of Bengal using available sea-surface temperature data and buoy observations spanning four decades. The results show significant increase in the number, frequency, duration, and intensity of surface MHWs in recent years. To better understand the relationship between MHW occurrences and different phases of two climate phenomena, namely, the Indian Ocean Dipole (IOD) and the El Niño-Southern Oscillation, multiple extreme MHW event years between 2008 and 2018 are analyzed. The findings show that the surface MHWs become more prominent during El Niño/positive IOD events due to weakened winds, increased net heat flux input towards the ocean, increased stratification and warming tendency through vertical processes in the presence of inversion. This, in turn, affects the surface biological productivity in the region. Additionally, surface MHWs were also found to be driven by surface currents and eddies. On the other hand, subsurface MHWs develop during negative IOD/La Niña conditions due to the deepening of the thermocline, which is forced by coastally trapped downwelling Kelvin waves and reflected downwelling Rossby waves, and is followed by substantial freshening of deeper layers. This study provides a deeper understanding of the causes of surface and subsurface MHWs in the Bay of Bengal, which is a crucial basin in influencing monsoon and cyclonic events affecting its surrounding landmasses.","2,3,4,5,10"
Anthropogenic Perturbations of Arctic Marine Microbial Community,Arctic Marine Ecotoxicology Climate Change Pollutants and their Far Reaching Effects,2024-01-01,,,317-334,10.1007/978-3-031-73584-4_15,ch,Book Chapter,0,2-s2.0-105001900419,,0,"Diverse ecosystems including the Arctic marine community provide numerous essential services to humans due to the presence plus activities of the microbial organics dwelling in it. In the cold seeps are microbial mats comprised of different populations of methane- and sulfide-oxidizing bacteria and anaerobic methane-oxidizing archaea (ANME) with sulfate-reducing bacteria (SRB), thereby ensuring the amount of methane reaching the seafloor and water column. However, periodic disturbances across the sediment–water interface influence these marine coastal sediments, thereby ensuring diversity maintenance and impacting many of the Earth’s ecosystems. These disturbances emanate from the dissipation of energetic flows of varying strengths and at differential temporal scales in the benthic boundary layer. Varied disturbances and climate change have affected these Arctic marine ecosystems and the services they provide, the well-being of humans that depend on these services, and cascading effects cum feedbacks across social-ecological systems (SES) such as when sea-ice loss that alters food security through changes in the distribution of marine animals. In furtherance, as the high variability of ice cover and temperature subsists, the frequency and magnitude of marine heatwaves tend to increase globally and disrupt the provision of ecosystem services in decades to come. Consequences of these anticipated changes will present significant challenges to coastal communities and commercial dependents of living marine resources and can exacerbate unexpected turnouts such as deterministic microbial community assembly, and promote the development of alternative stable conditions. Current investigation approaches have been strategized to the anthropogenic processes to facilitate amelioration of the challenges encountered. Thus, the identification of these cascading changes in SES can forestall surprised outcomes of these anthropogenic perturbations and facilitate revamped responses from policymakers.","5,7,9,11"
Seabirds boost coral reef resilience,Science Advances,2023-12-09,9,49,,10.1126/sciadv.adj0390,ar,Article,28,2-s2.0-85179025566,38055814,1,"Global climate change threatens tropical coral reefs, yet local management can influence resilience. While increasing anthropogenic nutrients reduce coral resistance and recovery, it is unknown how the loss, or restoration, of natural nutrient flows affects reef recovery. Here, we test how natural seabird-derived nutrient subsidies, which are threatened by invasive rats, influence the mechanisms and patterns of reef recovery following an extreme marine heatwave using multiyear field experiments, repeated surveys, and Bayesian modeling. Corals transplanted from rat to seabird islands quickly assimilated seabird-derived nutrients, fully acclimating to new nutrient conditions within 3 years. Increased seabird-derived nutrients, in turn, caused a doubling of coral growth rates both within individuals and across entire reefs. Seabirds were also associated with faster recovery time of Acropora coral cover (<4 years) and more dynamic recovery trajectories of entire benthic communities. We conclude that restoring seabird populations and associated nutrient pathways may foster greater coral reef resilience through enhanced growth and recovery rates of corals.","8,11"
Atmospheric pathway of marine heatwaves over the Northwestern Pacific,Scientific Reports,2023-12-01,13,1,,10.1038/s41598-023-49833-4,ar,Article,12,2-s2.0-85180165404,38129479,1,"This study analyzes the influence of the Pacific–Japan (PJ) atmospheric teleconnection pattern and its interaction with oceanic processes on sea surface warming over the Northwestern Pacific. The PJ pattern is a thermally driven Rossby wave that originates over the tropical western Pacific through deep convection and propagates toward high latitudes. It plays a significant role in sea surface warming by inducing anticyclonic circulation and the corresponding northwestward extension of the subtropical high over the Northwestern Pacific. This study revealed that the key processes responsible for sea surface warming were an increase in insolation and a decrease in the ocean-to-atmosphere latent heat flux under the anticyclonic conditions driven by the PJ. This finding provides valuable insights into the role of atmospheric processes, we refer to it as the “atmospheric pathway”, in the development of East Asian marine heatwaves (MHWs). A detailed understanding of this process will contribute to the prediction and mitigation of MHWs in East Asian countries.","4,5,10,12"
Frequent marine heatwaves hidden below the surface of the global ocean,Nature Geoscience,2023-12-01,16,12,1099-1104,10.1038/s41561-023-01325-w,ar,Article,56,2-s2.0-85177188678,,1,"Marine heatwaves are extreme warm water events that can cause devastating impacts on ecosystems and have complex socio-economic ramifications. Surface signals and drivers of marine heatwaves have been extensively investigated based on satellite observations, whereas their vertical structure in the global ocean remains unclear. In this study, we identify marine heatwave events in the epipelagic zone (0–200 m) using a four-dimensional spatio-temporal framework based on three ocean reanalysis datasets. We find that only about half of the marine heatwave events have continuous surface signals during their life cycles and around one-third always reside in the subsurface ocean without any imprint on sea surface temperature. The annual number of these subsurface marine heatwave events shows a significant increase in response to subsurface mean-state warming during the past three decades. Our findings reveal the limitation of identifying marine heatwaves solely based on the sea surface temperature and underscore the necessity of subsurface observations for monitoring marine heatwaves.","3,4,5,12"
Comprehensive characterization of Marine Heatwaves in a coastal Northern Humboldt Current System regional model over recent decades,Ocean Modelling,2023-12-01,186,,,10.1016/j.ocemod.2023.102280,ar,Article,5,2-s2.0-85175469281,,0,"In this study, a high-resolution hydrodynamic model simulation was used to analyze the three-dimensional characteristics of marine heatwaves (MHWs) in the coastal region of the Northern Humboldt Current System (NHCS) over the period 2000–2019. Three distinct vertical layers were identified. The near-surface layer, extending down to 75 m depth, is identified as the region where both the maximum MHW intensity and cumulative intensity are found, predominantly concentrated along the thermocline depth. The intermediate layer, spanning from 75 to 125 m depth, exhibited the longest MHW durations and the lowest MHW frequencies. MHWs in this layer tend to be of moderate intensity and are often associated with ENSO variability. In contrast, the deep layer, from 125 to 250 m depth, was characterized by short-lived MHWs of low intensity. These MHWs exert a lesser thermal impact on the region. To understand the drivers of MHWs, a composite analysis was performed. The results highlighted the significant role exerted by wind-driven anomalies in the life cycle of MHWs. It was found that the combined effect of a sluggish coastal upwelling circulation and suppressed oceanic heat loss, as a result of weakened winds, preceded the MHW formation. Conversely, the strengthening of winds, which enhanced net heat loss, primarily driven by latent heat flux anomalies, and an enhancement of the cooling effect due to the recovery of the coastal upwelling circulation, are key processes in ending a typical MHW event in the coastal region. These findings expand our understanding of the MHWs and their associated potential drivers and help to reveal which regions are most susceptible to extreme climate events in one of the most productive marine ecosystems worldwide.","3,4,10"
Vertical structures of marine heatwaves,Nature Communications,2023-12-01,14,1,,10.1038/s41467-023-42219-0,ar,Article,75,2-s2.0-85174749524,37838721,1,"A marine heatwave (MHW) is typically defined as an anomalous warm event in the surface ocean, with wide-ranging impacts on marine and socio-economic systems. The surface warming associated with MHWs can penetrate into the deep ocean; however, the vertical structure of MHWs is poorly known in the global ocean. Here, we identify four main types of MHWs with different vertical structures using Argo profiles: shallow, subsurface-reversed, subsurface-intensified, and deep MHWs. These MHW types are characterized by different spatial distributions with hotspots of subsurface-reversed and subsurface-intensified MHWs at low latitudes and shallow and deep MHWs at middle-high latitudes. These vertical structures are influenced by ocean dynamical processes, including oceanic planetary waves, boundary currents, eddies, and mixing. The area and depth of all types of MHWs exhibit significant increasing trends over the past two decades. These results contribute to a better understanding of the physical drivers and ecological impacts of MHWs in a warming climate.","3,4,5"
Seasonal stratification and complex local dynamics control the sub-surface structure of marine heatwaves in Eastern Australian coastal waters,Communications Earth and Environment,2023-12-01,4,1,,10.1038/s43247-023-00966-4,ar,Article,32,2-s2.0-85169664811,,1,"Marine heatwaves are extreme seawater temperature events that can have severe impacts on marine life. The extent of the ecological damage depends not only on the easily observed surface signature but on the marine heatwave structure at depth. However, due to a paucity of in situ sub-surface observations the vertical structure of marine heatwaves is poorly understood. Here we analyse the sub-surface coherence and controls of marine heatwaves using one of the world’s longest (28 years) records of daily sub-surface ocean temperature off Sydney, Australia. We show that seasonal stratification, large-scale circulation and local downwelling processes control the vertical coherence of coastal marine heatwaves. We define three classes of marine heatwaves which can extend through the water column, form in the shallow surface layer, or sub-surface independently, and are therefore not always evident in surface data. We conclude that sub-surface data need to be considered in monitoring marine heatwaves in coastal areas where maximum biological damage is reported.","3,4,13"
Seasonal forecasting of subsurface marine heatwaves,Communications Earth and Environment,2023-12-01,4,1,,10.1038/s43247-023-00892-5,ar,Article,22,2-s2.0-85163360546,,1,"Marine heatwaves damage marine ecosystems and services, with effects identified mostly below the ocean surface. To create a truly user-relevant detection system, it is necessary to provide subsurface forecasts. Here, we demonstrate the feasibility of seasonal forecasting of subsurface marine heatwaves by using upper ocean heat content. We validate surface and subsurface events forecast by an operational dynamical seasonal forecasting system against satellite observations and an ocean reanalysis, respectively. We show that indicators of summer events (number of days, strongest intensity, and number of events) are predicted with greater skill than surface equivalents across much of the global ocean. We identify regions which do not display significant surface skill but could still benefit from accurate subsurface early warning tools (e.g., the mid-latitudes). The dynamical system used here outperforms a persistence model and is not widely influenced by warming trends, demonstrating the ability of the system to capture relevant subseasonal variability.","3,12,13"
Bottom marine heatwaves along the continental shelves of North America,Nature Communications,2023-12-01,14,1,,10.1038/s41467-023-36567-0,ar,Article,76,2-s2.0-85150098256,36914643,1,"Recently, there has been substantial effort to understand the fundamental characteristics of warm ocean temperature extremes—known as marine heatwaves (MHWs). However, MHW research has primarily focused on the surface signature of these events. While surface MHWs (SMHW) can have dramatic impacts on marine ecosystems, extreme warming along the seafloor can also have significant biological outcomes. In this study, we use a high-resolution (~8 km) ocean reanalysis to broadly assess bottom marine heatwaves (BMHW) along the continental shelves of North America. We find that BMHW intensity and duration varies strongly with bottom depth, with typical intensities ranging from ~0.5 °C–3 °C. Further, BMHWs can be more intense and persist longer than SMHWs. While BMHWs and SMHWs often co-occur, BMHWs can also exist without a SMHW. Deeper regions in which the mixed layer does not typically reach the seafloor exhibit less synchronicity between BMHWs and SMHWs.","3,7,13"
Combined oceanic and atmospheric forcing of the 2013/14 marine heatwave in the northeast Pacific,Npj Climate and Atmospheric Science,2023-12-01,6,1,,10.1038/s41612-023-00327-0,ar,Article,29,2-s2.0-85146818976,,1,"An unprecedented warm sea surface temperature (SST) anomaly event, namely, the Blob, occurred in the northeast Pacific during the winter (October–January) of 2013/2014, causing substantial economic and ecological impacts. Here, we explore the driving forces of the Blob from both atmospheric and oceanic perspectives and show that the Blob primarily resulted from weak wintertime cooling due to the reduced air-sea heat flux transfer from the ocean to the atmosphere and the reduced horizontal advection of cold water in the upper ocean. Both mechanisms were attributed to an anomalous high-pressure system over the study region. Specifically, the anomalous air-sea heat flux, which was dominated by turbulent heat flux anomalies, was mainly induced by the increased air temperature (i.e., with a contribution of approximately 70%) and the weakened wind speed associated with the high-pressure system. The reduced horizontal heat advection was mainly due to the weakened winds acting on the ocean temperature meridional gradient. Using a regional ocean numerical model with different experimental runs, we evaluated the contributions of air temperature and wind drivers to the Blob at both the surface and subsurface of the ocean. The Blob was absent when the model was forced by climatology-air-temperature. Both the SST and integrated ocean heat content (OHC, 0–150 m) decreased, and the mixed layer depth (MLD) was deeper than that in the control run forced by real atmospheric conditions. In the climatology-winds experiment, obvious warm anomalies still existed, which were similar to but weaker than the control run. The SST (OHC) and MLD values in the climatology-winds run were between those of the climatology-air-temperature run and the control run. Compared to former studies that attribute the formation of the Blob to an anomalous air-sea heat flux and horizontal advection mainly induced by reduced winds, our study demonstrates that anomalous warm air temperatures played a more important role in its formation.","4,5,10"
Hidden heatwaves and severe coral bleaching linked to mesoscale eddies and thermocline dynamics,Nature Communications,2023-12-01,14,1,,10.1038/s41467-022-35550-5,ar,Article,73,2-s2.0-85145778428,36609386,1,"The severity of marine heatwaves (MHWs) that are increasingly impacting ocean ecosystems, including vulnerable coral reefs, has primarily been assessed using remotely sensed sea-surface temperatures (SSTs), without information relevant to heating across ecosystem depths. Here, using a rare combination of SST, high-resolution in-situ temperatures, and sea level anomalies observed over 15 years near Moorea, French Polynesia, we document subsurface MHWs that have been paradoxical in comparison to SST metrics and associated with unexpected coral bleaching across depths. Variations in the depth range and severity of MHWs was driven by mesoscale (10s to 100s of km) eddies that altered sea levels and thermocline depths and decreased (2007, 2017 and 2019) or increased (2012, 2015, 2016) internal-wave cooling. Pronounced eddy-induced reductions in internal waves during early 2019 contributed to a prolonged subsurface MHW and unexpectedly severe coral bleaching, with subsequent mortality offsetting almost a decade of coral recovery. Variability in mesoscale eddy fields, and thus thermocline depths, is expected to increase with climate change, which, along with strengthening and deepening stratification, could increase the occurrence of subsurface MHWs over ecosystems historically insulated from surface ocean heating by the cooling effects of internal waves.","3,4,5,7,8"
Recurrent marine heatwaves threaten the resilience and viability of a key Mediterranean octocoral species,Aquatic Conservation Marine and Freshwater Ecosystems,2023-11-01,33,11,1161-1174,10.1002/aqc.3997,ar,Article,9,2-s2.0-85167338279,,1,"Long-term ecological studies are essential for understanding the resilience of temperate reefs to ocean warming and the response of their habitat-forming species to recurrent marine heatwaves (MHWs). This study evaluated the long-term response (2005–2021) of the habitat-forming octocoral Eunicella singularis (Esper, 1791) to recurrent MHWs in a Mediterranean marine protected area established more than 25 years ago, where restrictions on fishing and diving activities are well enforced. During the study period, there were two mass-mortality events (MMEs), in 2007 and 2018, that dramatically disrupted the local gorgonian population. The MMEs were triggered by different temperature dynamics, which ultimately led to differential patterns in mortality rates. The record-breaking MHW in 2018 prompted one of the largest MMEs ever recorded in the Mediterranean Sea, which affected 75% of the individuals in the gorgonian population and killed 12.5% of colonies. Furthermore, MHWs were detected in all years from 2014 to 2021, preventing injured tissues from fully recovering, leading to significant accumulated damage at the end of the study period (30 times higher than the levels prior to the first MME), and a marked decrease in resilience that threatens the population viability of this long-lived species. The octocoral studied is one of the most important structural and biomass contributors to one of the most diverse Mediterranean communities. These results underscore the great risk that annual MHWs pose to the long-term integrity of the circalittoral rocky bottoms of the Mediterranean coasts. In the face of climate change, MPAs must provide areas of reduced anthropic stress for gorgonian populations, enabling the restoration and maintenance of natural processes. Additionally, MPAs should serve as sentinel areas to test the effectiveness of coral restoration actions, which can help managers and scientists to estimate the usefulness of these techniques.","7,8,11"
Intense and prolonged subsurface marine heatwaves pose risk to biodiversity,Nature Climate Change,2023-10-01,13,10,1029-1030,10.1038/s41558-023-01796-0,ar,Article,1,2-s2.0-85173946879,,0,,"3,7,11,14"
Marine biodiversity exposed to prolonged and intense subsurface heatwaves,Nature Climate Change,2023-10-01,13,10,1114-1121,10.1038/s41558-023-01790-6,ar,Article,56,2-s2.0-85171474964,,2,"Marine heatwaves (MHWs) are becoming increasingly common, with devastating ecosystem impacts. However, MHW understanding has almost exclusively relied on sea surface temperature with limited knowledge about their subsurface characteristics. Here we estimate global MHWs from the surface to 2,000 m depth, covering the period 1993–2019, and explore biodiversity exposure to their effects. We find that MHWs are typically more intense in the subsurface at 50–200 m and their duration increases up to twofold with depth, although with large spatial variability linked to different oceanographic conditions. Cumulative intensity (a thermal stress proxy) was highest in the upper 250 m, exposing subsurface biodiversity to MHW effects. This can be particularly concerning for up to 22% of the ocean, where high cumulative intensity overlapped the warm range edge of species distributions, thus being more sensitive to thermal stress. Subsurface MHWs can hence drive biodiversity patterns, with consequent effects on ecological interactions and ecosystem processes.","3,7,14"
A marine protected area network does not confer community structure resilience to a marine heatwave across coastal ecosystems,Global Change Biology,2023-10-01,29,19,5634-5651,10.1111/gcb.16862,ar,Article,36,2-s2.0-85165035808,,1,"Marine protected areas (MPAs) have gained attention as a conservation tool for enhancing ecosystem resilience to climate change. However, empirical evidence explicitly linking MPAs to enhanced ecological resilience is limited and mixed. To better understand whether MPAs can buffer climate impacts, we tested the resistance and recovery of marine communities to the 2014–2016 Northeast Pacific heatwave in the largest scientifically designed MPA network in the world off the coast of California, United States. The network consists of 124 MPAs (48 no-take state marine reserves, and 76 partial-take or special regulation conservation areas) implemented at different times, with full implementation completed in 2012. We compared fish, benthic invertebrate, and macroalgal community structure inside and outside of 13 no-take MPAs across rocky intertidal, kelp forest, shallow reef, and deep reef nearshore habitats in California's Central Coast region from 2007 to 2020. We also explored whether MPA features, including age, size, depth, proportion rock, historic fishing pressure, habitat diversity and richness, connectivity, and fish biomass response ratios (proxy for ecological performance), conferred climate resilience for kelp forest and rocky intertidal habitats spanning 28 MPAs across the full network. Ecological communities dramatically shifted due to the marine heatwave across all four nearshore habitats, and MPAs did not facilitate habitat-wide resistance or recovery. Only in protected rocky intertidal habitats did community structure significantly resist marine heatwave impacts. Community shifts were associated with a pronounced decline in the relative proportion of cold water species and an increase in warm water species. MPA features did not explain resistance or recovery to the marine heatwave. Collectively, our findings suggest that MPAs have limited ability to mitigate the impacts of marine heatwaves on community structure. Given that mechanisms of resilience to climate perturbations are complex, there is a clear need to expand assessments of ecosystem-wide consequences resulting from acute climate-driven perturbations, and the potential role of regulatory protection in mitigating community structure changes.","7,11"
Marine heatwaves are not a dominant driver of change in demersal fishes,Nature,2023-09-14,621,7978,324-329,10.1038/s41586-023-06449-y,ar,Article,45,2-s2.0-85169162001,37648851,2,"Marine heatwaves have been linked to negative ecological effects in recent decades 1,2. If marine heatwaves regularly induce community reorganization and biomass collapses in fishes, the consequences could be catastrophic for ecosystems, fisheries and human communities 3,4. However, the extent to which marine heatwaves have negative impacts on fish biomass or community composition, or even whether their effects can be distinguished from natural and sampling variability, remains unclear. We investigated the effects of 248 sea-bottom heatwaves from 1993 to 2019 on marine fishes by analysing 82,322 hauls (samples) from long-term scientific surveys of continental shelf ecosystems in North America and Europe spanning the subtropics to the Arctic. Here we show that the effects of marine heatwaves on fish biomass were often minimal and could not be distinguished from natural and sampling variability. Furthermore, marine heatwaves were not consistently associated with tropicalization (gain of warm-affiliated species) or deborealization (loss of cold-affiliated species) in these ecosystems. Although steep declines in biomass occasionally occurred after marine heatwaves, these were the exception, not the rule. Against the highly variable backdrop of ocean ecosystems, marine heatwaves have not driven biomass change or community turnover in fish communities that support many of the world’s largest and most productive fisheries.","7,9,14"
