dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,authors,themes
"Egg retention of high-latitude sockeye salmon (Oncorhynchus nerka) in the Pilgrim River, Alaska, during the Pacific marine heatwave of 2014–2016",Polar Biology,2021-08-01,44,8,1643-1654,10.1007/s00300-021-02902-8,ar,Article,11,2-s2.0-85108240636,,0,"Ocean and freshwater conditions can influence spawning success of Pacific salmon (Oncorhynchus spp.) by governing the energy content of fish at the start of and during the spawning migration. Ocean conditions determine the energy stores of fish at the freshwater entry, while freshwater conditions determine how quickly stored energy is depleted as individuals migrate to spawning grounds in natal rivers and lakes. We assessed the occurrence of sockeye salmon (Oncorhynchus nerka) egg retention (failure to deposit eggs) in a high-latitude (~ 65°N) watershed that has a large, inter-annual variation in the number of returning adults. We also explored relationships between ocean and freshwater conditions with egg retention of female sockeye salmon. The proportion of females with egg retention (> 50 eggs) varied by threefold (12 to 36%) across years (2013 to 2020) and was related to ocean conditions represented by the North Pacific Index (NPI). Egg retention was more common in years with low NPI values (a stronger Aleutian Low) in association with the Pacific marine heatwave of 2014–2016 that disrupted food webs. This initial study contains the first empirical data observing the influence of ocean conditions on egg retention for any Pacific salmon population. The lack of any relationship between egg retention and freshwater temperatures was consistent with water temperatures primarily occurring below thresholds associated with heat stress related mortality (< 18 °C). Understanding the amount of egg retention and how environmental drivers influence egg retention within Pacific salmon populations provides insights for managers assessing the number of successful spawners and helps refine escapement-based management efforts.","Carey, Michael P.; von Biela, Vanessa R.; Dunker, Ashley; Keith, Kevin D.; Schelske, Merlyn; Lean, Charlie; Zimmerman, Christian E.","11,12,13,14"
Robust regional differences in marine heatwaves between transient and stabilization responses at 1.5 °C global warming,Weather and Climate Extremes,2021-06-01,32,,,10.1016/j.wace.2021.100316,ar,Article,10,2-s2.0-85101148313,,1,"The increase in frequency and duration of marine heatwaves (MHWs) under global warming brings great pressure to society. The high vulnerability of ecosystems to MHWs may lead to severe ecological and socioeconomic impacts. Most studies assessed future climate responses at the Paris Agreement temperature goals based on transient, rather than stabilization, model simulations. Here, we investigate the differences between transient and stabilization responses at global warming of 1.5 °C in terms of MHWs. Concentrations of greenhouse gases and response time scales to the anthropogenic forcing differ in these two types of simulations because subsurface ocean temperatures take decades to centuries to adjust under external forcing. While global mean metrics of MHWs show little difference between the transient and stabilization responses, significant regional disparities are revealed worldwide, including many climate change hotspots. Regionally intensified MHWs at stabilized 1.5 °C are mostly due to air-sea interactions and subsurface ocean warming that contributes to the stronger SST warming in eastern boundary upwelling systems and the southern Indian Ocean, indicative of potentially greater impacts on marine ecosystems in these regions. In contrast, MHWs would be alleviated in the central equatorial Pacific and Arctic in stabilization responses. Substantial differences in regional MHWs between the transient and stabilization responses oblige us to reconsider previous assessments regarding 1.5 °C warming and future mitigation pathways.","Liu, Jiawei; Luo, Jing Jia; Xu, Haiming; Ma, Jing; Deng, Jiechun; Zhang, Leying; Bi, Daohua; Chen, Xi","1,9,10,15"
Global Climate Features and Significant Weather and Climate Events in 2020,Meteorological Monthly,2021-04-01,47,4,471-477,10.7519/j.issn.1000-0526.2021.04.008,ar,Article,9,2-s2.0-85138376747,,0,"In 2020, concentration of the major greenhouse gases on the earth continued to increase. The global mean temperature was 1. 2 + 0. 1℃ higher than before industrialization, ranking the second warmest in the same period in history. Sea level continued to rise at a faster rate. The highest ocean heat content was recorded and the Arctic minimum sea ice range became the second smallest on record, of which record low sea ice extents were observed in the months of July and October. The Antarctic sea ice range remained close to the long term average. Over 80 % of the ocean area experienced at least one marine heat wave event in 2020. Areas where “strong” ocean heat waves occur were more than the areas with “moderate” ocean heat waves. On the other hand, many countries and regions suffered from severe torrential rain and floods in 2020, including the Sahel Region of Africa, the Greater Horn of Africa, the India Subcontinent and neighbouring areas, China, Korea, Japan, and parts of southeastern Asia, etc. In addition, severe droughts occurred in many parts of interior South America, while Europe, Australia, Mexico and other places were seriously impacted by severe heat wave events. Moreover, severe cold wave and heavy snowfall were experienced in North America, South America and Australia. Also, there were 30 tropical cyclones generated in the North Atlantic, breaking the historic record.","Zhai, Jianqing; Dai, Tanlong; Wang, Guofu","10,11,14"
Heat and salinity transport between the permanent pycnocline and the mixed layer due to the obduction process evaluated from a gridded Argo dataset,Journal of Oceanography,2021-02-01,77,1,75-92,10.1007/s10872-020-00559-1,ar,Article,13,2-s2.0-85089145380,,1,"It is necessary for air–sea interaction and climate research to evaluate heat and salinity transport between the mixed layer (ML) and the permanent pycnocline and its contribution to the ML properties. The authors have calculated the obduction and subduction rates with the Eulerian definition using a 1°-grid Argo dataset and incorporated the obduction rate into the ML budget analysis in order to assess the impact of the entrained permanent pycnocline water on the ML temperature and salinity. They have successfully separated the effect of obduction on the ML from the entrainment of the seasonal pycnocline, and specified the regions where the obduction impact is noticeable. The ML heating rate due to obduction was smaller than ± 0.1 K/yr on average over most of the domain, but it was larger than − 0.5 K/yr in places around the Circumpolar Current, in the northeastern tropical Pacific, the southwestern tropical Indian Ocean, and the northeastern North Atlantic. The salinizing rate due to obduction exceeded ± 0.02 psu/yr in these areas, and in the subarctic North Pacific and the eastern South Pacific. The waters entrained from the permanent pycnocline warm and salinize the ML in the high latitudes due to the dichothermal structure. The method applied in this study also enabled us to assess the residence time and route of obducted and subducted water parcels below the ML. Furthermore, the authors examined the changes of obduction and subduction related with the marine heatwave that occurred in the northeastern North Pacific around 2014.","Kawai, Yoshimi; Hosoda, Shigeki; Uehara, Kazuyuki; Suga, Toshio","9,14,16"
Surviving Heatwaves: Thermal Experience Predicts Life and Death in a Southern Ocean Diatom,Frontiers in Marine Science,2021-01-27,8,,,10.3389/fmars.2021.600343,ar,Article,36,2-s2.0-85100745014,,1,"Extreme environmental fluctuations such as marine heatwaves (MHWs) can have devastating effects on ecosystem health and functioning through rapid population declines and destabilization of trophic interactions. However, recent studies have highlighted that population tolerance to MHWs is variable, with some populations even benefitting from MHWs. A number of factors can explain variation in responses between populations including their genetic variation, previous thermal experience and the cumulative heatwave intensity (°C d) of the heatwave itself. We disentangle the contributions of these factors on population mortality and post-heatwave growth rates by experimentally simulating heatwaves (7.5 or 9.2°C, for up to 9 days) for three genotypes of the Southern Ocean diatom Actinocyclus actinochilus. The effects of simulated heatwaves on mortality and population growth rates varied with genotype, thermal experience and the cumulative intensity of the heatwave itself. Firstly, hotter and longer heatwaves increased mortality and decreased post-heatwave growth rates relative to milder, shorter heatwaves. Secondly, growth above the thermal optimum before heatwaves exacerbated heatwave-associated negative effects, leading to increased mortality during heatwaves and slower growth after heatwaves. Thirdly, hotter and longer heatwaves resulted in more pronounced changes to thermal optima (Topt) immediately following heatwaves. Finally, there is substantial intraspecific variation in post-heatwave growth rates. Our findings shed light on the potential of Southern Ocean diatoms to tolerate MHWs, which will increase both in frequency and in intensity under future climate change.","Samuels, Toby; Rynearson, Tatiana A.; Collins, Sinéad","2,10,12"
Adaptive Behaviors to Marine Ecosystem Shifts: Examining Fishermen’s Strategies in Response to Abundant Juvenile Sablefish (Anoplopoma fimbria) in Alaska,Frontiers in Marine Science,2020-12-16,7,,,10.3389/fmars.2020.602281,ar,Article,11,2-s2.0-85098592548,,1,"Over recent years there have been rapid changes occurring across marine ecosystems worldwide, with high latitude systems seeing ecosystem shifts emerging at unprecedented rates. The Gulf of Alaska and Bering Sea marine ecosystems have experienced substantial fluctuation in fish stocks, with some species experiencing considerable decreases while others thrive. Following the marine heatwave of 2014, sablefish (Anoplopoma fimbria) had a historically unparalleled juvenile recruitment class that is now dominating the stock composition. While this recruitment class bodes well for future fisheries, it is currently undermining the value of the fishery with limited incentives to retain the smaller and less valuable fish, compounding adverse effects on earnings in the fishery due to whale depredation that has been occurring for years. This study examines the well-being implications of fishermen’s adaptive strategies to these ecosystem conditions within the Alaska sablefish fishery using a socio-ecological system framework, operationalized as a qualitative network model (QNMs) and quantitative indicators. We examine the extent to which adaptation strategies, derived from a literature review and stakeholder interviews, are being utilized in the fishery with quantitative indicators. These strategies are then examined with QNMs that explore their impacts across the spectrum of well-being. By coupling quantitative indicators and QNMs, we were able to demonstrate how adaptive strategies can be examined to capture the multi-faceted well-being effects of fisheries participants’ adaptations to changing conditions. This study directly addresses several of the key guiding principles of the U.S. EBFM Road Map, including advancing our understanding of ecosystem processes, exploring trade-offs within an ecosystem, and maintaining resilient ecosystems, inclusive of community well-being. Thus this paper demonstrates how coupled socio-ecological models can elevate the inclusion of human adaptive behaviors, providing a framework for the development of policymaking that can mitigate adverse effects on both the participants and the resource by facilitating the mixture of adaptive strategies that maximizes desired well-being outcomes.","Szymkowiak, Marysia; Rhodes-Reese, Melissa","10,12,13"
"Body condition of phocid seals during a period of rapid environmental change in the Bering Sea and Aleutian Islands, Alaska",Deep Sea Research Part II Topical Studies in Oceanography,2020-12-01,181-182,,,10.1016/j.dsr2.2020.104904,ar,Article,28,2-s2.0-85096977942,,1,"A warming climate has driven rapid physical changes in the Arctic environment, particularly in the Bering Sea. Biological changes are also increasingly evident in the Bering Sea and adjacent waters. The ecological results have been profound and relatively well documented for fishes and lower trophic levels. Upper trophic predators such as marine mammals, however, have been underrepresented in ecosystem surveys, models, and efforts to practice ecosystem-based fisheries management. We used multiple linear regression to model body condition (mass/length) as a function of species, age class, sex and year for ribbon and spotted seals in the Bering Sea, and harbor seals in the Aleutian Islands, from 2007 to 2018, for evidence of recent trends that might reflect trophic or bottom-up changes in the ecosystem. Model-averaged coefficients (in kg cm−1, relative to the overall mean) indicated that body condition was lower for subadults (−0.063; 95% CI: −0.074 – −0.051) and pups (−0.120; 95% CI: −0.129 – −0.112) than for adults (0.183, the negative sum of the subadults and pups coefficients). Body condition for males (0.010; 95% CI: 0.002–0.019) was higher than for females (−0.010). Overall, body condition declined annually (−0.014 per year; 95% CI: −0.025 – −0.004), and there was an additive annual decline in body condition of seal pups across all species and sexes (−0.020; 95% CI: −0.030 – −0.011). An additive annual increase in body condition of spotted seals across all sexes and age classes (0.013; 95% CI: 0.004–0.022) mitigated the annual declines for this species. Model-averaged fitted values therefore indicated annual declines in body condition for ribbon and harbor seals of all sex and age classes, and for spotted seal pups. We relate these declines to the trend in Bering Sea ice extent and to recent, rapid changes brought on by the significant Northeast Pacific marine heat wave of 2014–2016 and its lingering effects through 2018 and 2019. The results indicate that these typically resilient, long-lived, generalist predators can be impacted by bottom-up forcing.","Boveng, Peter L.; Ziel, Heather L.; McClintock, Brett T.; Cameron, Michael F.","1,10,11,12,13"
Extreme summer marine heatwaves increase chlorophyll a in the Southern Ocean,Antarctic Science,2020-12-01,32,6,508-509,10.1017/S0954102020000401,no,Note,44,2-s2.0-85094170395,,0,,"Montie, Shinae; Thomsen, Mads S.; Rack, Wolfgang; Broady, Paul A.","2,3,12"
Heat stress responses and population genetics of the kelp Laminaria digitata (Phaeophyceae) across latitudes reveal differentiation among North Atlantic populations,Ecology and Evolution,2020-09-01,10,17,9144-9177,10.1002/ece3.6569,ar,Article,52,2-s2.0-85089442177,,1,"To understand the thermal plasticity of a coastal foundation species across its latitudinal distribution, we assess physiological responses to high temperature stress in the kelp Laminaria digitata in combination with population genetic characteristics and relate heat resilience to genetic features and phylogeography. We hypothesize that populations from Arctic and cold-temperate locations are less heat resilient than populations from warm distributional edges. Using meristems of natural L. digitata populations from six locations ranging between Kongsfjorden, Spitsbergen (79°N), and Quiberon, France (47°N), we performed a common-garden heat stress experiment applying 15°C to 23°C over eight days. We assessed growth, photosynthetic quantum yield, carbon and nitrogen storage, and xanthophyll pigment contents as response traits. Population connectivity and genetic diversity were analyzed with microsatellite markers. Results from the heat stress experiment suggest that the upper temperature limit of L. digitata is nearly identical across its distribution range, but subtle differences in growth and stress responses were revealed for three populations from the species’ ecological range margins. Two populations at the species’ warm distribution limit showed higher temperature tolerance compared to other populations in growth at 19°C and recovery from 21°C (Quiberon, France), and photosynthetic quantum yield and xanthophyll pigment responses at 23°C (Helgoland, Germany). In L. digitata from the northernmost population (Spitsbergen, Norway), quantum yield indicated the highest heat sensitivity. Microsatellite genotyping revealed all sampled populations to be genetically distinct, with a strong hierarchical structure between southern and northern clades. Genetic diversity was lowest in the isolated population of the North Sea island of Helgoland and highest in Roscoff in the English Channel. All together, these results support the hypothesis of moderate local differentiation across L. digitata's European distribution, whereas effects are likely too weak to ameliorate the species’ capacity to withstand ocean warming and marine heatwaves at the southern range edge.","Liesner, Daniel; Fouqueau, Louise; Valero, Myriam; Roleda, Michael Y.; Pearson, Gareth A.; Bischof, Kai; Valentin, Klaus; Bartsch, Inka","10,12"
Marine Heatwaves in the Arctic Region: Variation in Different Ice Covers,Geophysical Research Letters,2020-08-28,47,16,,10.1029/2020GL089329,ar,Article,37,2-s2.0-85089941894,,0,"This study analyzes marine heatwaves (MHWs) in the Arctic for its variation in multiyear ice (MYI), first-year ice (FYI), and open-water areas. Results show that there is a significant annual growth in MHW frequency, duration, and intensity in the FYI region, especially for intensity. Since 2005, MHW in FYI increases remarkably in summer and the extent of the affected area continues to grow northward. Particularly, severe MHW events mainly occur in the area where sea ice concentration ranges between 0.1 and 0.5. Stratification in the FYI area impedes the deep mixing and downward transmission of energy from solar radiation, resulting in an anomalously high sea surface temperature in the FYI area. The implication is that MHW will keep growing as the extent of FYI in the Arctic increases.","Hu, Siyu; Zhang, Lujun; Qian, Shimeng","1,4,5,9,10,14"
Growth of young-of-year sablefish (Anoplopoma fimbria) in response to temperature and prey quality: Insights from a life stage specific bioenergetics model,Journal of Experimental Marine Biology and Ecology,2020-05-01,526,,,10.1016/j.jembe.2020.151340,ar,Article,14,2-s2.0-85079684145,,1,"The first year is typically a bottleneck for juvenile fishes and survival at this stage can be dictated by environmental conditions affecting growth, such as temperature and food availability. Shifts in environmental conditions—and the resulting effects on growth—are of particular concern for high latitude species, which are experiencing more pronounced impacts of climate change. We measured effects of temperature on growth, consumption, and respiration of young-of-year (YOY) Sablefish (218–289 mm TL; Anoplopoma fimbria) in laboratory trials. Physiological response functions were used to outfit a novel, life stage specific bioenergetics model. Average daily growth rates ranged from 0.82 to 3.42 g d−1 (46.7 to 122 J g−1 d−1), with optimum growth occurring at 12–16 °C and declining substantially outside of this range. We then validated the model by comparing model estimates of growth to known growth rates for a separate cohort of Sablefish reared under controlled conditions. Sensitivity analysis indicated that the consumption-related parameters had the greatest influence on model outputs. As such, consumption parameters should be determined with care. Finally, we used the model to characterize the conditions necessary for wild YOY Sablefish to successfully settle from neustonic to demersal stages by modeling temperature-prey scenarios that reflect the transition from neustonic offshore to demersal nearshore habitats observed over the period from August to October. Our findings suggest that Sablefish in the Gulf of Alaska could thrive under warming ocean conditions given sufficient food, which corroborates reports of high Sablefish recruitment events following a marine heat wave in 2014.","Krieger, Joseph R.; Beaudreau, Anne H.; Heintz, Ron A.; Callahan, Matthew W.","12,13,14"
Successive marine heatwaves cause disproportionate coral bleaching during a fast phase transition from El Niño to La Niña,Science of the Total Environment,2020-05-01,715,,,10.1016/j.scitotenv.2020.136951,ar,Article,61,2-s2.0-85078677530,32014776,0,"The frequency and intensity of marine heatwaves that result in coral bleaching events have increased over recent decades and led to catastrophic losses of reef-building corals in many regions. The high-latitude coral assemblages at Lord Howe Island, which is a UNESCO listed site is the world southernmost coral community, were exposed to successive thermal anomalies following a fast phase-transition of the record-breaking 2009 to 2010 warm pool El Niño in the Central Pacific to a strong La Niña event in late 2010. The coral community experienced severe and unprecedented consecutive bleaching in both 2010 and 2011. Coral health surveys completed between March 2010 and September 2012 quantified the response and recovery of approximately 43,700 coral colonies to these successive marine heatwaves. In March 2010, coral bleaching ranged from severe, with 99% of colonies bleached at some shallow lagoon sites, to mild at deeper reef slope sites, with only 17% of individuals affected. Significant immediate mortality from thermal stress was evident during the peak of the bleaching event. Overall, species in the genera Pocillopora, Stylophora, Seriatopora and Porites were the most affected, while minimal bleaching and mortality was recorded among members of other coral families (e.g. Acroporidae, Dendrophyllidae & Merulinidae). Surviving corals underwent a subsequent, but much less intense, thermal anomaly in 2011 that led to a disproportionate bleaching response among susceptible taxa. While this observation indicates that the capacity of thermally susceptible high-latitude corals to acclimatize to future ocean warming may be limited, particularly if bleaching events occur annually, our long-term survey data shows that coral cover at most sites recovered to pre-bleaching levels within three years in the absence of further thermal anomalies.","Dalton, Steven J.; Carroll, Andrew G.; Sampayo, Eugenia; Roff, George; Harrison, Peter L.; Entwistle, Kristina; Huang, Zhi; Salih, Anya; Diamond, Sandra L.","11,12,14"
Sensitivity of Marine Heatwave Metrics to Ocean Model Resolution,Geophysical Research Letters,2019-12-28,46,24,14604-14612,10.1029/2019GL084928,ar,Article,61,2-s2.0-85077190815,,1,"Sustained extreme temperature events in the ocean, referred to as marine heatwaves (MHWs), generate substantial ecological, social, and economic impacts. Ocean models provide insights to the drivers, persistence, and dissipation of MHWs. However, the sensitivity of MHW metrics to ocean model resolution is unknown. Here, we analyze global MHW metrics in three configurations of a global ocean-sea ice model at coarse (1°), eddy-permitting (0.25°), and eddy-rich (0.1°) resolutions. We show that all configurations qualitatively represent broad-scale global patterns of MHWs. These simulated MHWs are, however, weaker, longer-lasting, and less frequent than in observations. The 0.1° configuration, despite local biases, performs best both globally and regionally. Based on these results, model projections of future MHW metrics using coarse-resolution models are expected to be biased toward weaker and less frequent MHWs, when compared with results using an eddy-rich model.","Pilo, Gabriela S.; Holbrook, Neil J.; Kiss, Andrew E.; Hogg, Andrew Mc C.","15,16"
"The unprecedented coupled ocean-atmosphere summer heatwave in the New Zealand region 2017/18: Drivers, mechanisms and impacts",Environmental Research Letters,2019-04-12,14,4,,10.1088/1748-9326/ab012a,ar,Article,157,2-s2.0-85063865334,,1,"During austral summer (DJF) 2017/18, the New Zealand region experienced an unprecedented coupled ocean-atmosphere heatwave, covering an area of 4 million km2. Regional average air temperature anomalies over land were +2.2 °C, and sea surface temperature anomalies reached +3.7 °C in the eastern Tasman Sea. This paper discusses the event, including atmospheric and oceanic drivers, the role of anthropogenic warming, and terrestrial and marine impacts. The heatwave was associated with very low wind speeds, reducing upper ocean mixing and allowing heat fluxes from the atmosphere to the ocean to cause substantial warming of the stratified surface layers of the Tasman Sea. The event persisted for the entire austral summer resulting in a 3.8 ± 0.6 km3 loss of glacier ice in the Southern Alps (the largest annual loss in records back to 1962), very early Sauvignon Blanc wine-grape maturation in Marlborough, and major species disruption in marine ecosystems. The dominant driver was positive Southern Annular Mode (SAM) conditions, with a smaller contribution from La Niña. The long-term trend towards positive SAM conditions, a result of stratospheric ozone depletion and greenhouse gas increase, is thought to have contributed through association with more frequent anticyclonic 'blocking' conditions in the New Zealand region and a more poleward average latitude for the Southern Ocean storm track. The unprecedented heatwave provides a good analogue for possible mean conditions in the late 21st century. The best match suggests this extreme summer may be typical of average New Zealand summer climate for 2081-2100, under the RCP4.5 or RCP6.0 scenario.","Salinger, M. James; Renwick, James; Behrens, Erik; Mullan, A. Brett; Diamond, Howard J.; Sirguey, Pascal; Smith, Robert O.; Trought, Michael C.T.; Alexander, Lisa; Cullen, Nicolas J.; Fitzharris, B. Blair; Hepburn, Christopher D.; Parker, Amber K.; Sutton, Phil J.","9,10,11,12,14"
Meridional oceanic heat transport influences marine heatwaves in the Tasman Sea on interannual to decadal timescales,Frontiers in Marine Science,2019-01-01,6,APR,,10.3389/fmars.2019.00228,ar,Article,66,2-s2.0-85064716556,,1,"Marine heatwaves pose an increasing threat to the ocean's wellbeing as global warming progresses. Forecasting marine heatwaves is challenging due to the various factors that affect their occurrence, including large variability in the atmospheric state. In this study we demonstrate a causal link between ocean heat content and the area and intensity of marine heatwaves in the Tasman Sea on interannual to decadal time scales. Ocean heat content variations are more persistent than 'weather-related' atmospheric drivers (e.g. blocking high pressure systems) for marine heatwaves and thus provide better predictive skill on timescales longer than weeks. Using data from a forced global ocean sea-ice model, we show that ocean heat content fluctuations in the Tasman Sea are predominantly controlled by oceanic meridional heat transport from the subtropics, which in turn, is mainly characterized by the interplay of the East Australian Current and the Tasman Front. Variability in these currents is impacted by wind stress curl anomalies north of this region, following Sverdrup's and Godfrey's 'Island Rule' theories. Data from models and observations show that periods with positive upper (2000m) ocean heat content anomalies or rapid increases in ocean heat content are characterized by more frequent, larger, longer and more intense marine heatwaves on interannual to decadal timescales. Thus, the oceanic heat content in the Tasman Sea acts as a preconditioner and has a prolonged predictive skill compared to the atmospheric state (e.g. surface heat fluxes), making ocean heat content a useful indicator and measure of the likelihood of marine heatwaves.","Behrens, Erik; Fernandez, Denise; Sutton, Philip","9,14,15"
Marine heatwaves under global warming,Nature,2018-08-16,560,7718,360-364,10.1038/s41586-018-0383-9,ar,Article,1349,2-s2.0-85051643971,30111788,0,"Marine heatwaves (MHWs) are periods of extreme warm sea surface temperature that persist for days to months1 and can extend up to thousands of kilometres2. Some of the recently observed marine heatwaves revealed the high vulnerability of marine ecosystems3–11 and fisheries12–14 to such extreme climate events. Yet our knowledge about past occurrences15 and the future progression of MHWs is very limited. Here we use satellite observations and a suite of Earth system model simulations to show that MHWs have already become longer-lasting and more frequent, extensive and intense in the past few decades, and that this trend will accelerate under further global warming. Between 1982 and 2016, we detect a doubling in the number of MHW days, and this number is projected to further increase on average by a factor of 16 for global warming of 1.5 degrees Celsius relative to preindustrial levels and by a factor of 23 for global warming of 2.0 degrees Celsius. However, current national policies for the reduction of global carbon emissions are predicted to result in global warming of about 3.5 degrees Celsius by the end of the twenty-first century16, for which models project an average increase in the probability of MHWs by a factor of 41. At this level of warming, MHWs have an average spatial extent that is 21 times bigger than in preindustrial times, last on average 112 days and reach maximum sea surface temperature anomaly intensities of 2.5 degrees Celsius. The largest changes are projected to occur in the western tropical Pacific and Arctic oceans. Today, 87 per cent of MHWs are attributable to human-induced warming, with this ratio increasing to nearly 100 per cent under any global warming scenario exceeding 2 degrees Celsius. Our results suggest that MHWs will become very frequent and extreme under global warming, probably pushing marine organisms and ecosystems to the limits of their resilience and even beyond, which could cause irreversible changes.","Frölicher, Thomas L.; Fischer, Erich M.; Gruber, Nicolas","1,7,10,12,15"
8. The high latitude marine heat wave of 2016 and its impacts on Alaska,Bulletin of the American Meteorological Society,2018-01-01,99,1,S39-S43,10.1175/BAMS-D-17-0105.1,ar,Article,141,2-s2.0-85050127633,,0,,"Walsh, John E.; Thoman, Richard L.; Bhatt, Uma S.; Bieniek, Peter A.; Brettschneider, Brian; Brubaker, Michael; Danielson, Seth; Lader, Rick; Fetterer, Florence; Holderied, Kris; Iken, Katrin; Mahoney, Andy; McCammon, Molly; Partain, James","1,10,12,14"
Expansion of corals on temperate reefs: direct and indirect effects of marine heatwaves,Coral Reefs,2017-09-01,36,3,947-956,10.1007/s00338-017-1586-5,ar,Article,60,2-s2.0-85018941425,,2,"Globally, many temperate marine communities have experienced significant temperature increases over recent decades in the form of gradual warming and heatwaves. As a result, these communities are shifting towards increasingly subtropical and tropical species compositions. Expanding coral populations have been reported from several temperate reef ecosystems along warming coastlines; these changes have been attributed to direct effects of gradual warming over decades. In contrast, increases in coral populations following shorter-term extreme warming events have rarely been documented. In this study, we compared coral populations on 17 temperate reefs in Western Australia before (2005/06) and after (2013) multiple marine heatwaves (2010–2012) affected the entire coastline. We hypothesised that coral communities would expand and change as a consequence of increasing local populations and recruitment of warm-affinity species. We found differences in coral community structure over time, driven primarily by a fourfold increase of one local species, Plesiastrea versipora, rather than recruitment of warm-affinity species. Coral populations became strongly dominated by small size classes, indicative of recent increased recruitment or recruit survival. These changes were likely facilitated by competitive release of corals from dominant temperate seaweeds, which perished during the heatwaves, rather than driven by direct temperature effects. Overall, as corals are inherently warm-water taxa not commonly associated with seaweed-dominated temperate reefs, these findings are consistent with a net tropicalisation. Our study draws attention to processes other than gradual warming that also influence the trajectory of temperate reefs in a changing ocean.","Tuckett, C. A.; de Bettignies, T.; Fromont, J.; Wernberg, T.","12,14"
The impact of future sea-level rise on the global tides,Continental Shelf Research,2017-06-15,142,,50-68,10.1016/j.csr.2017.02.004,ar,Article,207,2-s2.0-85017093271,,1,"Tides are a key component in coastal extreme water levels. Possible changes in the tides caused by mean sea-level rise (SLR) are therefore of importance in the analysis of coastal flooding, as well as many other applications. We investigate the effect of future SLR on the tides globally using a fully global forward tidal model: OTISmpi. Statistical comparisons of the modelled and observed tidal solutions demonstrate the skill of the refined model setup with no reliance on data assimilation. We simulate the response of the four primary tidal constituents to various SLR scenarios. Particular attention is paid to future changes at the largest 136 coastal cities, where changes in water level would have the greatest impact. Spatially uniform SLR scenarios ranging from 0.5 to 10 m with fixed coastlines show that the tidal amplitudes in shelf seas globally respond strongly to SLR with spatially coherent areas of increase and decrease. Changes in the M2 and S2 constituents occur globally in most shelf seas, whereas changes in K1 and O1 are confined to Asian shelves. With higher SLR tidal changes are often not proportional to the SLR imposed and larger portions of mean high water (MHW) changes are above proportional. Changes in MHW exceed ±10% of the SLR at ~10% of coastal cities. SLR scenarios allowing for coastal recession tend increasingly to result in a reduction in tidal range. The fact that the fixed and recession shoreline scenarios result mainly in changes of opposing sign is explained by the effect of the perturbations on the natural period of oscillation of the basin. Our results suggest that coastal management strategies could influence the sign of the tidal amplitude change. The effect of a spatially varying SLR, in this case fingerprints of the initial elastic response to ice mass loss, modestly alters the tidal response with the largest differences at high latitudes.","Pickering, M. D.; Horsburgh, K. J.; Blundell, J. R.; Hirschi, J. J.M.; Nicholls, R. J.; Verlaan, M.; Wells, N. C.",16
Reduced calcification in Western Australian corals during anomalously high summer water temperatures,Journal of Experimental Marine Biology and Ecology,2014-01-01,461,,133-143,10.1016/j.jembe.2014.07.014,ar,Article,35,2-s2.0-84906513736,,0,"Here we report the seasonal response of calcification rates over two years, for three coral species (Acropora pulchra, Pocillopora damicornis and Goniastrea aspera), to anomalously warm summer water temperatures (2012 and 2013), following the most severe marine heat wave on record (2010-2011). The study sites at Coral Bay (Ningaloo Reef), the Houtman Abrolhos Islands and Marmion Reef (Perth) spanned over 10° of latitude and ranged from tropical to temperate habitats. Calcification rates were determined using repeated measurements of buoyant weight normalized to surface area and rates were monitored over two winters and two summers from 2011 to 2013. Average growth rates followed predicted latitudinal trends, with the fastest growth in the tropics (Coral Bay) and slowest growth rates in the temperate zone (Marmion). However, calcification rates did not show the expected seasonality (higher in summer, lower in winter), even at high latitude locations. Instead, there was either little difference between summer and winter growth or growth was slower in the summer (on average, a reduction of ~. 40% across locations and species). Additionally, differences in species growth rates did not follow expected trends, with usually fast growing branching corals not calcifying much faster than the normally slower growing massive corals (A. pulchra, grew ~. 40% faster than G. aspera, which grew ~. 6% faster than P. damicornis across all latitudes and seasons). Survival rates were also reduced in the summer months, while among species, P. damicornis had the lowest survival and G. aspera the highest. We conclude that high temperature stress through the summers of 2011 to 2013 was the most likely cause for the lack of seasonality in calcification rates, the similarity in calcification rates among species and the increased mortality of susceptible species in the summer months. The effect of prolonged elevated temperature anomalies (1.5 to 3. °C) on the growth and survival of colonies over consecutive years was often greater than the fundamental influences of season and species, highlighting the extent to which climate change could now be re-structuring the life histories of corals on Western Australian reefs. © 2014 Elsevier B.V.","Foster, T.; Short, J. A.; Falter, J. L.; Ross, C.; McCulloch, M. T.","10,12,14"
