eid,title,journal,date,volume,issue,pages,doi,subtype,subtype_desc,citedby,pmid,open_access,abstract
2-s2.0-84982284271,Resolution dependence of the simulated precipitation and diurnal cycle over the Maritime Continent,Climate Dynamics,2017-06-01,48,11-12,4009-4028,10.1007/s00382-016-3317-y,ar,Article,29,,2,"The Maritime Continent is a region of intense rainfall characterised by a strong diurnal cycle. This study investigates the sensitivity of rainfall characteristics to resolution in a coupled regional climate model configuration, in particular focusing on processes that modulate the diurnal cycle. Model biases are resolution dependent. Increasing resolution from 3/4° to 1/4° improves the mean state sea surface temperature and precipitation biases. However, at higher resolutions (1/12°) rainfall becomes too strong in most areas. Daily maximum rainfall is simulated about 2–4 h earlier than in observations over both the land and the ocean, with only small improvements over high topography at higher resolution. We develop a technique to examine cross-coastal processes associated with the rainfall diurnal cycle along all coastlines. This is used to investigate the sensitivity of the diurnal cycle to resolution and to the direction of the prevailing wind. During offshore prevailing winds, most land rainfall is confined near the coastline and associated with a shallow land-sea breeze circulation at all resolution (though rainfall partly develops directly inland at 1/12°). During onshore prevailing winds, rainfall propagates from the coastline to the island interior at 1/4° and 1/12°, whereas it appears directly over the island interior at 3/4°, and this is associated with a deep convective cell across the coastline for all resolutions. Oceanic rainfall propagates far offshore during offshore prevailing winds at all resolutions, whereas it tends to remain confined near the coastline under onshore prevailing winds condition, particularly at higher resolution."
2-s2.0-85012988616,Factors influencing the skill of synthesized satellite wind products in the tropical Pacific,Journal of Geophysical Research Oceans,2017-02-01,122,2,1072-1089,10.1002/2016JC012340,ar,Article,13,,2,"Given the importance of tropical Pacific winds to global climate, it is interesting to examine differences in the mean and trend among various wind products, and their implications for ocean circulation. Past analysis has revealed that despite the assimilation of observational data, there remain large differences among reanalysis products. Thus, here we examine if satellite-based synthesis products may provide more consistent estimate than reanalysis. Reanalysis product winds are, however, typically used as a background constraint in constructing the synthesis products to fill spatiotemporal gaps and to deal with satellite wind direction ambiguity. Our study identified two important factors that influence both the mean and trends from synthesized wind products. First, the choice of background wind product in synthesized satellite wind products affects the mean and long-term trends, which has implications for simulations of ocean circulation, sea level, and presumably SST. Second, we identify a clear need for developing a better understanding of, and correcting differences between in situ observations of absolute winds with the satellite-derived relative winds prior to synthesizing. This correction requires careful analysis of satellite surface winds with existing colocated in situ measurements of surface winds and currents, and will benefit from near-surface current observations of the proposed Tropical Pacific Observing System. These results also illustrate the difficulty in independently evaluating the synthesis wind products because the in situ data have been utilized at numerous steps during their development. Addressing these identified issues effectively, will require enhanced collaborations among the wind observation (both satellite and in situ), reanalysis, and synthesis communities."
2-s2.0-84990861127,Iron sources and pathways into the Pacific Equatorial Undercurrent,Geophysical Research Letters,2016-09-28,43,18,9843-9851,10.1002/2016GL070501,ar,Article,25,,0,"Using a novel observationally constrained Lagrangian iron model forced by outputs from an eddy-resolving biogeochemical ocean model, we examine the sensitivity of the Equatorial Undercurrent (EUC) iron distribution to EUC source region iron concentrations. We find that elevated iron concentrations derived from New Guinea Coastal Undercurrent (NGCU) alone is insufficient to explain the high concentrations observed in the EUC. In addition, due to the spread in transit times, interannual NGCU iron pulses are scavenged, diluted, or eroded, before reaching the eastern equatorial Pacific. With an additional iron source from the nearby New Ireland Coastal Undercurrent, EUC iron concentrations become consistent with observations. Furthermore, as both the New Guinea and New Ireland Coastal Undercurrents strengthen during El Niño, increased iron input into the EUC can enhance the iron supply into the eastern equatorial Pacific. Notably, during the 1997/1998 El Niño, this causes a simulated 30% iron increase at a 13 month lag."
2-s2.0-84992152232,Projected changes to South Atlantic boundary currents and confluence region in the CMIP5 models: The role of wind and deep ocean changes,Environmental Research Letters,2016-09-14,11,9,,10.1088/1748-9326/11/9/094013,ar,Article,19,,1,"The South Atlantic (SA) circulation plays an important role in the oceanic teleconnections from the Indian, Pacific and Southern oceans to the North Atlantic, with inter-hemispheric exchanges of heat and salt. Here, we show that the large-scale features of the SA circulation are projected to change significantly under 'business as usual' greenhouse gas increases. Based on 19 models from the Coupled Model Intercomparison Project phase 5 there is a projected weakening in the upper ocean interior transport (<1000 m) between 15° and ∼32°S, largely related to a weakening of the wind stress curl over this region. The reduction in ocean interior circulation is largely compensated by a decrease in the net deep southward ocean transport (>1000 m), mainly related to a decrease in the North Atlantic deep water transport. Between 30° and 40°S, there is a consistent projected intensification in the Brazil current strength of about 40% (30%-58% interquartile range) primarily compensated by an intensification of the upper interior circulation across the Indo-Atlantic basin. The Brazil-Malvinas confluence is projected to shift southwards, driven by a weakening of the Malvinas current. Such a change could have important implications for the distribution of marine species in the southwestern SA in the future."
2-s2.0-84977851726,Future changes to the Indonesian Throughflow and Pacific circulation: The differing role of wind and deep circulation changes,Geophysical Research Letters,2016-02-28,43,4,1669-1678,10.1002/2016GL067757,ar,Article,73,,1,"Climate models consistently project a substantial decrease in the Indonesian Throughflow (ITF) in response to enhanced greenhouse warming. On interannual timescales ITF changes are largely related to tropical Pacific wind variability. However, on the multidecadal timescales investigated here we demonstrate that regional winds and associated changes in the upper ocean circulation cannot explain the projected ITF decrease. Instead, the decrease is related to a weakening in the northward flow of deep waters entering the Pacific basin at ~40°S and an associated reduction in the net basin-wide upwelling to the north of the southern tip of Australia. This can be traced back to consistent changes in the Antarctic Circumpolar Current and Southern Ocean overturning, although questions still remain as to the ultimate drivers. In contrast to the ITF decrease, substantial projected changes to the upper ocean circulation of the Pacific basin are well explained by robust changes in the surface winds."
2-s2.0-84959010914,A hierarchical approach to defining marine heatwaves,Progress in Oceanography,2016-02-01,141,,227-238,10.1016/j.pocean.2015.12.014,ar,Article,1661,,2,"Marine heatwaves (MHWs) have been observed around the world and are expected to increase in intensity and frequency under anthropogenic climate change. A variety of impacts have been associated with these anomalous events, including shifts in species ranges, local extinctions and economic impacts on seafood industries through declines in important fishery species and impacts on aquaculture. Extreme temperatures are increasingly seen as important influences on biological systems, yet a consistent definition of MHWs does not exist. A clear definition will facilitate retrospective comparisons between MHWs, enabling the synthesis and a mechanistic understanding of the role of MHWs in marine ecosystems. Building on research into atmospheric heatwaves, we propose both a general and specific definition for MHWs, based on a hierarchy of metrics that allow for different data sets to be used in identifying MHWs. We generally define a MHW as a prolonged discrete anomalously warm water event that can be described by its duration, intensity, rate of evolution, and spatial extent. Specifically, we consider an anomalously warm event to be a MHW if it lasts for five or more days, with temperatures warmer than the 90th percentile based on a 30-year historical baseline period. This structure provides flexibility with regard to the description of MHWs and transparency in communicating MHWs to a general audience. The use of these metrics is illustrated for three 21st century MHWs; the northern Mediterranean event in 2003, the Western Australia 'Ningaloo Niño' in 2011, and the northwest Atlantic event in 2012. We recommend a specific quantitative definition for MHWs to facilitate global comparisons and to advance our understanding of these phenomena."
2-s2.0-85052847120,The National Marine Science Plan: informing Australia’s future ocean policy,Australian Journal of Maritime and Ocean Affairs,2016-01-01,8,1,43-51,10.1080/18366503.2016.1173631,no,Note,10,,0,
2-s2.0-84983483302,Can Australian multiyear droughts and wet spells be generated in the absence of oceanic variability?,Journal of Climate,2016-01-01,29,17,6201-6221,10.1175/JCLI-D-15-0694.1,ar,Article,24,,0,"Anomalous conditions in the tropical oceans, such as those related to El Niño-Southern Oscillation and the Indian Ocean dipole, have been previously blamed for extended droughts and wet periods in Australia. Yet the extent to which Australian wet and dry spells can be driven by internal atmospheric variability remains unclear. Natural variability experiments are examined to determine whether prolonged extreme wet and dry periods can arise from internal atmospheric and land variability alone. Results reveal that this is indeed the case; however, these dry and wet events are found to be less severe than in simulations incorporating coupled oceanic variability. Overall, ocean feedback processes increase the magnitude of Australian rainfall variability by about 30% and give rise to more spatially coherent rainfall impacts. Over mainland Australia, ocean interactions lead to more frequent extreme events, particularly during the rainy season. Over Tasmania, in contrast, ocean-atmosphere coupling increases mean rainfall throughout the year. While ocean variability makes Australian rainfall anomalies more severe, droughts and wet spells of duration longer than three years are equally likely to occur in both atmospheric- and ocean-driven simulations. Moreover, they are essentially indistinguishable from what one expects from a Gaussian white noise distribution. Internal atmosphere-landdriven megadroughts and megapluvials that last as long as ocean-driven events are also identified in the simulations. This suggests that oceanic variability may be less important than previously assumed for the longterm persistence of Australian rainfall anomalies. This poses a challenge to accurate prediction of long-term dry and wet spells for Australia."
2-s2.0-84963853619,Sampling biases in CMIP5 decadal forecasts,Journal of Geophysical Research,2016-01-01,121,7,3435-3445,10.1002/2016JD024804,ar,Article,13,,1,"Recent studies examining the fidelity of decadal hindcast experiments from phase 5 of the Coupled Model Intercomparison Project have highlighted the need for larger ensembles of forecasts, compared to the initial five yearly spaced initializations, to help correct for model biases (drift). This study quantifies differences in the two drift estimates in sea surface temperature (SST) and SST anomaly (SSTA) predictions, between experiments initialized every 5 years and those initialized every year. The effect of the recommended mean drift correction, on the two sets of predictions, is also analyzed. Our results indicate that differences between the SST drift estimates are largest over the tropical Pacific. Moreover, this difference is large for Niño 3.4 and almost negligible for the global average SSTA. Drift correction as per the mean drift from the 5 year case leads to spurious peaks in the drift-corrected Niño 3.4 (and the tropical Pacific) and sporadic improvements in skill. This problem with Niño 3.4 stems from an aliasing that occurs during the drift calculation that results from a combination of the timing of major El Niño events in relation to the initialization dates. The study recommends accounting for such sampling effects while considering any subset of the full data set."
2-s2.0-84957818429,Further insights on the influence of the Indian Ocean dipole on the following year's ENSO from observations and CMIP5 models,Journal of Climate,2016-01-01,29,2,637-658,10.1175/JCLI-D-15-0481.1,ar,Article,51,,1,"Recent observational studies have suggested that negative and positive Indian Ocean dipole (IOD) events (nIOD and pIOD, respectively) favor a transition toward, respectively, El Niño and LaNiña events one year later. These statistical inferences are however limited by the length and uncertainties in the observational records. This paper compares observational datasets with twenty-one 155-yr historical simulations from phase 5 of CMIP (CMIP5) to assess IOD and El Niño-Southern Oscillation (ENSO) properties along with their synchronous and delayed relationships. In the observations and most CMIP5models, it is shown that El Niños tend to be followed by La Niñas but not the opposite, that pIODs co-occur more frequently with El Niños than nIODs with La Niñas, that nIODs tend to be followed by El Niños one year later less frequently than pIODs by La Niñas, and that including an IOD index in a linear prediction based on the Pacific warm water volume improves ENSO peak hindcasts at 14 months lead.TheIOD-ENSOdelayed relationship partly results froma combination ofENSOintrinsic properties (e.g., the tendency forElNiños to be followed by LaNiñas) and from the synchronous IOD-ENSOrelationship. The results, however, reveal that this is not sufficient to explain the high prevalence of pIOD-Niña transitions in the observations and 75%of theCMIP5models, and of nIOD-Niño transitions in 60% of CMIP5 models. This suggests that the tendency of IOD to lead ENSO by one year should be explained by a physical mechanism that, however, remains elusive in theCMIP5 models. The ability of many CMIP5models to reproduce the delayed influence of the IOD on ENSO is nonetheless a strong incentive to explore extended-range dynamical forecasts of ENSO."
2-s2.0-84956958441,How did ocean warming affect Australian rainfall extremes during the 2010/2011 la Niña event?,Geophysical Research Letters,2015-11-28,42,22,9942-9951,10.1002/2015GL065948,ar,Article,60,,1,"Extreme rainfall conditions in Australia during the 2010/2011 La Niña resulted in devastating floods claiming 35 lives, causing billions of dollars in damages, and far-reaching impacts on global climate, including a significant drop in global sea level and record terrestrial carbon uptake. Northeast Australian 2010/2011 rainfall was 84% above average, unusual even for a strong La Niña, and soil moisture conditions were unprecedented since 1950. Here we demonstrate that the warmer background state increased the likelihood of the extreme rainfall response. Using atmospheric general circulation model experiments with 2010/2011 ocean conditions with and without long-term warming, we identify the mechanisms that increase the likelihood of extreme rainfall: additional ocean warming enhanced onshore moisture transport onto Australia and ascent and precipitation over the northeast. Our results highlight the role of long-term ocean warming for modifying rain-producing atmospheric circulation conditions, increasing the likelihood of extreme precipitation for Australia during future La Niña events. Key Points Surface ocean warming exacerbated Australian climate extremes in 2010/2011 Dynamic and thermodynamic atmospheric changes contributed to Australian 2010/2011 extremes Ocean warming intensifies rain-producing atmospheric circulation conditions."
2-s2.0-84930635415,Optimising fisheries management in relation to tuna catches in the western central Pacific Ocean: A review of research priorities and opportunities,Marine Policy,2015-09-01,59,,94-104,10.1016/j.marpol.2015.05.003,ar,Article,19,,2,"Some of the most important development goals for the countries and territories of the Western and Central Pacific Ocean (WCPO) involve the sustainable management of their fisheries in light of environmental, economic and social uncertainties. The responses of fish populations to variability in the marine environment have implications for decision making processes associated with resource management. There is still considerable uncertainty in estimating the responses of tuna populations to short-to-medium-term variability and longer-term change in the oceanic environment. A workshop was organised to examine how advances in oceanography, fisheries science and fisheries economics could be applied to the tuna fisheries of the WCPO and in doing so identify research priorities to improve understanding relevant to progressing management. Research priorities identified included: (i) improved parameterisation of end to end ecosystem model components, processes and feedbacks through expanded biological observations and incorporation of higher resolution climate models; (ii) development of seasonal and inter-annual forecasting tools enabling management responses to short-term variability in tuna distributions and abundances; (iii) improved understanding of the population dynamics of and the energy transfer efficiencies between food web components; (iv) assessment of the optimal value of access rights and overall fishery value under multiple scenarios of tuna distribution and abundance and influences on decision making by fisheries managers and fleets and (v) development of management strategy evaluation frameworks for utilisation in the implementing and testing of fishery management procedures and to help prioritise research directions and investment. Issues discussed and research priorities identified during the workshop have synergies with other internationally managed fisheries and therefore are applicable to many other fisheries."
2-s2.0-84939000990,Effects of volcanism on tropical variability,Geophysical Research Letters,2015-07-28,42,14,6024-6033,10.1002/2015GL064751,ar,Article,147,,2,"The effects of large tropical volcanic eruptions on Indo-Pacific tropical variability are investigated using 122 historical ensemble members from the Coupled Model Intercomparison Project 5. Radiative forcing due to volcanic aerosols in the stratosphere is found to increase the likelihood of a model climatic response that projects onto both the El Niño-Southern Oscillation and the Indian Ocean Dipole (IOD). Large eruptions are associated with co-occurring El Niño and positive IOD events in the ensemble means that peak 6-12 months after the volcanic forcing peaks, marking a significant increase in the likelihood of each event occurring in the Southern Hemisphere (SH) spring/summer posteruption. There is also an ensemble mean La Niña-like response in the third SH summer posteruption, which coincides with a significant increase in the likelihood of a La Niña occurring. Taken together with the initial cooling, this La Niña-like response may increase the persistence of the cool global average surface temperature anomaly after an eruption."
2-s2.0-84971602345,On the predictability of SSTA indices from CMIP5 decadal experiments,Environmental Research Letters,2015-07-17,10,7,,10.1088/1748-9326/10/7/074013,ar,Article,12,,1,"Sea surface temperature anomaly climate indices in the tropical Pacific and Indian Oceans are statistically significant predictors of seasonal rainfall in the Indo-Pacific region. Onthis basis, this study evaluates the predictability of nine such indices, at interannual timescales, from the decadal hindcast experiments of four general circulation models. AMonte Carlo scheme is applied to define the periods of enhanced predictability for the indices. The effect of a recommended drift correction technique and the models' capabilities in simulating two specific El Niño and La Niña events are also examined. The results indicate that the improvement from drift correction is noticeable primarily in the full-field initialized models. Models show skillful predictability at timescales up to maximum a year for most indices, with indices in the tropical Pacific and the Western Indian Ocean having longer predictability horizons than other indices. The multi model ensemble mean shows the highest predictability for the Indian Ocean West Pole Index at 25 months. Models simulate the observed peaks during the El Niño and La Niña events in the Niño 3.4 index with limited success beyond timescales of a year, as expected from the predictability horizons. However, our study of a small number of events and models shows full-field initialized models outperforming anomaly initialized ones in simulating these events at annual timescales."
2-s2.0-84934998403,Pacific western boundary currents and their roles in climate,Nature,2015-06-17,522,7556,299-308,10.1038/nature14504,re,Review,617,26085269,0,"Pacific Ocean western boundary currents and the interlinked equatorial Pacific circulation system were among the first currents of these types to be explored by pioneering oceanographers. The widely accepted but poorly quantified importance of these currents - in processes such as the El Niño/Southern Oscillation, the Pacific Decadal Oscillation and the Indonesian Throughflow - has triggered renewed interest. Ongoing efforts are seeking to understand the heat and mass balances of the equatorial Pacific, and possible changes associated with greenhouse-gas-induced climate change. Only a concerted international effort will close the observational, theoretical and technical gaps currently limiting a robust answer to these elusive questions."
2-s2.0-85027956389,Variability in the origins and pathways of Pacific Equatorial Undercurrent water,Journal of Geophysical Research Oceans,2015-04-01,120,4,3113-3128,10.1002/2014JC010549,ar,Article,24,,1,"The Pacific Equatorial Undercurrent (EUC) transports water originating from a number of distinct source regions, eastward across the Pacific Ocean. It is responsible for supplying nutrients to the productive eastern Equatorial Pacific Ocean. Of particular importance is the transport of iron by the EUC; the limiting nutrient in that region. Although the mean circulation and sources of EUC water are reasonably well understood, it is unclear how the contribution of water from these sources to the EUC vary on seasonal to interannual timescales. Here a Lagrangian analysis is applied to the eddy-resolving OFAM3 ocean simulation in order to identity variability in the makeup of the EUC over an 18 year period (1993-2010). While ENSO has an influence on the variability of source transport contributions to the EUC, the signal of increased (decreased) transport of water from the LLWBCs during El Niño (La Niña) periods does not translate to substantial changes in the makeup of the EUC between 165°E and 140°W. It is hypothesized that this is due to the large spread in travel times of water parcels as they travel from the source regions into the EUC. The consequent erosion of transport anomalies generated at the different western boundary source regions associated with ENSO may help explain why previous studies found little relationship between variability in iron fluxes off Papua New Guinea shelves and the chlorophyll response in the eastern tropical Pacific. Key Points: A Lagrangian framework is used to backtrack EUC water sources Increased LLWBC water during El Niño is smeared out within the EUC Travel times and particle positions from individual sources exhibit large spread"
2-s2.0-84924328974,"When 1+1 can be >2: Uncertainties compound when simulating climate, fisheries and marine ecosystems",Deep Sea Research Part II Topical Studies in Oceanography,2015-03-01,113,,312-322,10.1016/j.dsr2.2014.04.006,ar,Article,18,,0,"Multi-disciplinary approaches that combine oceanographic, biogeochemical, ecosystem, fisheries population and socio-economic models are vital tools for modelling whole ecosystems. Interpreting the outputs from such complex models requires an appreciation of the many different types of modelling frameworks being used and their associated limitations and uncertainties. Both users and developers of particular model components will often have little involvement or understanding of other components within such modelling frameworks. Failure to recognise limitations and uncertainties associated with components and how these uncertainties might propagate throughout modelling frameworks can potentially result in poor advice for resource management. Unfortunately, many of the current integrative frameworks do not propagate the uncertainties of their constituent parts. In this review, we outline the major components of a generic whole of ecosystem modelling framework incorporating the external pressures of climate and fishing. We discuss the limitations and uncertainties associated with each component of such a modelling system, along with key research gaps. Major uncertainties in modelling frameworks are broadly categorised into those associated with (i) deficient knowledge in the interactions of climate and ocean dynamics with marine organisms and ecosystems; (ii) lack of observations to assess and advance modelling efforts and (iii) an inability to predict with confidence natural ecosystem variability and longer term changes as a result of external drivers (e.g. greenhouse gases, fishing effort) and the consequences for marine ecosystems. As a result of these uncertainties and intrinsic differences in the structure and parameterisation of models, users are faced with considerable challenges associated with making appropriate choices on which models to use. We suggest research directions required to address these uncertainties, and caution against overconfident predictions. Understanding the full impact of uncertainty makes it clear that full comprehension and robust certainty about the systems themselves are not feasible. A key research direction is the development of management systems that are robust to this unavoidable uncertainty."
2-s2.0-84924303183,Projected sea surface temperature changes in the equatorial pacific relative to the warm pool edge,Deep Sea Research Part II Topical Studies in Oceanography,2015-03-01,113,,47-58,10.1016/j.dsr2.2014.10.022,ar,Article,31,,1,"Projections of equatorial sea surface temperature from CMIP5 climate models are important for understanding possible future changes in marine habitats, local rainfall and climate processes such as El Niño Southern Oscillation. Interpreting the projected changes in the tropical Pacific is complicated by the systematic cold tongue bias and overly westward location of the Warm Pool edge at the equator in coupled models. Here an index based on the maximum zonal salinity gradient is used to differentiate the Warm Pool from the cold tongue in each of 19 CMIP5 models. Warming is then calculated relative to the dynamic edge of the Warm Pool between the second halves of the 20th and 21st Centuries from the RCP8.5 scenario to provide a bias adjusted SST projection.Based on this definition of the edge, while the Warm Pool edge is projected to warm, it is likely to remain within 10° of its present longitude. This is in stark contrast to the large projected eastward displacements of the isotherms that are usually used to define the edge. Adjusting for the edge, warming within the Warm Pool is projected to be fairly uniform with surface water freshening. Projected warming is enhanced over the cold tongue with the net effect of reducing the zonal SST gradient. In contrast, if the warming is calculated without correcting for the edge of the Warm Pool, the warming signature is dominated by the poorer performing models with an overly westward Warm Pool, resulting in enhanced warming across the equatorial Pacific. Bias adjusting realigns the warming signature and reduces the model spread of projected warming. The biased warming signature also introduces spurious meridional and zonal SST gradients. This will potentially alter the behaviour of the atmospheric convergence zones and the dynamics of ENSO which is influenced by the extent of the Warm Pool and zonal SST gradients."
2-s2.0-84924296458,Episodic and non-uniform shifts of thermal habitats in a warming ocean,Deep Sea Research Part II Topical Studies in Oceanography,2015-03-01,113,,59-72,10.1016/j.dsr2.2013.12.002,ar,Article,36,,2,"Ocean temperatures have warmed in most regions over the last century and are expected to warm at a faster rate in the future. Consistent with the view that marine species are thermally constrained, there is growing evidence that many marine species have already undergone poleward range shifts in line with warming trends. This study uses historical observations of ocean temperature and climate model projections to examine the movement of isotherms that mark the boundaries for species' thermal habitats. In particular, we compare the rates of isotherm movement between different ocean regions and at different time scales and examine to what extent the implied movement is uniform or sporadic. Widespread long-term warming implies poleward shifts of isotherms in almost all regions. However, as the speed of isotherm movement is inversely related to local meridional SST gradients and the pattern of ocean warming is heterogeneous, speeds vary considerably between regions, season and over time. At present on decadal and longer timescales, changes due to low frequency natural SST variability can dominate over human-induced changes. As such, there are multidecadal periods in certain regions when we would expect to see range shifts that are much faster or in the opposite direction to that implied by a monotonic warming. Based on central estimates from the latest suite of climate model projections, median isotherm speeds will be about seven times faster in the 21st century compared to the 20th century under business as usual emissions. Moreover, SST warming is projected to be greater in summer than in winter in most oceanic regions, contrary to what is projected to occur over land. As such net poleward isotherm speeds, particularly in the northern hemisphere summer, are projected to be considerably faster than in winter. Finally we show that isotherms can exhibit erratic migration rates over time, even under uniform warming. Isotherm movement tends to stall at thermal fronts for extended periods of time and then rapidly shift to a new position, marked by more poleward fronts. This implies that species ranges would also be expected to undergo sudden rapid shifts rather than exhibiting a gradual monotonic poleward march."
2-s2.0-84910083931,"Corrigendum to ""Multi-decadal projections of surface and interior pathways of the Fukushima cesium-137 radioactive plume"" [Deep-Sea Res. I 80 (2013) 37-46] doi:10.1016/j.dsr.2013.05.015",Deep Sea Research Part I Oceanographic Research Papers,2014-11-01,93,,162-164,10.1016/j.dsr.2014.08.007,er,Erratum,14,,2,
2-s2.0-84908555353,Assessment of the CMIP5 global climate model simulations of the western tropical Pacific climate system and comparison to CMIP3,International Journal of Climatology,2014-10-01,34,12,3382-3399,10.1002/joc.3916,ar,Article,71,,0,"A set of 27 global climate models from the Coupled Model Inter-comparison Project Phase 5 (CMIP5) ensemble are assessed for their performance for the purpose of making future climate projection studies in the western tropical Pacific and differences to Coupled Model Inter-comparison Project Phase 3 (CMIP3) are assessed. The CMIP5 models show some improvements upon CMIP3 in the simulation of the climate in the western tropical Pacific in the late 20th century. There are fewer CMIP5 models with very poor skill scores than in CMIP3 for some measures and a small group of the well-performing models in CMIP5 have lower biases than in an equivalent group from CMIP3. These best-performing models could be particularly informative for studying certain climate sensitivities and feedbacks in the region. There is evidence to reject one model as unsuitable for making regional climate projections in the region, and another two models unsuitable for analysis of the South Pacific Convergence Zone (SPCZ). However, while there have been improvements, many of the systematic model biases in the mean climate in CMIP3 are also present in the CMIP5 models. They are primarily related to the shape of the transition between the Indo-Pacific warm pool and equatorial cold tongue, and the associated biases in the position and orientation of the SPCZ and Inter-Tropical Convergence Zone, as well as in the spatial pattern, variability and teleconnections of the West Pacific monsoon, and the simulation of El Niño Southern Oscillation. Overall, the results show that careful interpretation and consideration of biases is required when using CMIP5 outputs for generating regional climate projections for the western tropical Pacific, particularly at the country scale, just as there was with CMIP3."
2-s2.0-84905999508,Drivers of decadal hiatus periods in the 20th and 21st centuries,Geophysical Research Letters,2014-08-28,41,16,5978-5986,10.1002/2014GL060527,re,Review,84,,0,"The latest generation of climate model simulations are used to investigate the occurrence of hiatus periods in global surface air temperature in the past and under two future warming scenarios. Hiatus periods are identified in three categories: (i) those due to volcanic eruptions, (ii) those associated with negative phases of the Interdecadal Pacific Oscillation (IPO), and (iii) those affected by anthropogenically released aerosols in the mid-twentieth century. The likelihood of future hiatus periods is found to be sensitive to the rate of change of anthropogenic forcing. Under high rates of greenhouse gas emissions there is little chance of a hiatus decade occurring beyond 2030, even in the event of a large volcanic eruption. We further demonstrate that most nonvolcanic hiatuses across Coupled Model Intercomparison Project 5 (CMIP5) models are associated with enhanced cooling in the equatorial Pacific linked to the transition to a negative IPO phase."
2-s2.0-84903954158,The tropicalization of temperate marine ecosystems: Climate-mediated changes in herbivory and community phase shifts,Proceedings of the Royal Society B Biological Sciences,2014-07-09,281,1789,,10.1098/rspb.2014.0846,ar,Article,878,25009065,1,"Climate-driven changes in biotic interactions can profoundly alter ecological communities, particularly when they impact foundation species. In marine systems, changes in herbivory and the consequent loss of dominant habitat forming species can result in dramatic community phase shifts, such as from coral to macroalgal dominance when tropical fish herbivory decreases, and from algal forests to 'barrens' when temperate urchin grazing increases. Here, we propose a novel phase-shift away from macroalgal dominance caused by tropical herbivores extending their range into temperate regions. We argue that this phase shift is facilitated by poleward-flowing boundary currents that are creating ocean warming hotspots around the globe, enabling the range expansion of tropical species and increasing their grazing rates in temperate areas. Overgrazing of temperate macroalgae by tropical herbivorous fishes has already occurred in Japan and the Mediterranean. Emerging evidence suggests similar phenomena are occurring in other temperate regions, with increasing occurrence of tropical fishes on temperate reefs. © 2014 The Author(s) Published by the Royal Society. All rights reserved."
2-s2.0-84894918263,Decadal changes in the relationship between the Indian and Australian summer monsoons,Climate Dynamics,2014-02-01,42,3-4,1043-1052,10.1007/s00382-012-1625-4,ar,Article,26,,0,"In this study, we investigate a long-term modulation in the relationship between Indian summer monsoon rainfall with the subsequent Australian summer monsoon rainfall. The two monsoon rainfall time series are significantly correlated at 0.3 at the 99 % confidence level. However, the relationship weakens during the 1932-1966 period, with the inter-monsoon correlation for the period falling below statistical significance. We find that this modulation is consistent with a breakdown of the typical El Niño-Southern Oscillation (ENSO) influence on sea surface temperature in the northern region of Australia, during this period. In addition, a change in the relative influences of ENSO and Indian Ocean Basin-wide Warming sea surface temperature anomalies on the Australian summer monsoon rainfall is also apparent across different time periods. © 2012 Springer-Verlag Berlin Heidelberg."
2-s2.0-84919725777,Can we constrain CMIP5 rainfall projections in the tropical Pacific based on surface warming patterns?,Journal of Climate,2014-01-01,27,24,9123-9138,10.1175/JCLI-D-14-00190.1,ar,Article,22,,0,"Climate warming has large implications for rainfall patterns, and identifying the most plausible pattern of rainfall change over the next century among various model projections would be valuable for future planning. The spatial pattern of projected sea surface temperature change has a key influence on rainfall changes in the tropical Pacific Ocean. Here it is shown that simple indices of the size of the equatorial peak in the spatial pattern of warming and to a lesser extent the hemispheric asymmetry in warming are useful for classifying the surface temperature change in different models from phase 5 of the Coupled Model Intercomparison Project (CMIP5). Models with a more pronounced equatorial warming show a fairly distinct rainfall response compared to those with more uniform warming, including a greater ""warmer-get-wetter"" or dynamical response, whereby rainfall increases follow the surface warming anomaly. Models with a more uniform warming pattern project a smaller rainfall increase at the equator and a rainfall increase in the southern tropical Pacific, a pattern that is distinct from the multimodel mean of CMIP5. Thus, the magnitude of enhanced equatorial warming and to some extent the hemispheric asymmetry in warming provides a useful framework for constraining rainfall projections. While there is not a simple emergent constraint for enhanced equatorial warming in models in terms of past trends or bias in the current climate, further understanding of the various feedbacks involved in these features could lead to a useful constraint of rainfall for the Pacific region."
